name,address,LHIN,licensee,management,home_type,beds,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,number_of_beds,last_rqi_date,first_inspection_date,last_inspection_date,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders
LEAMINGTON MENNONITE HOME LONG TERM CARE RESIDENCE,35 Pickwick Drive,Erie St. Clair,The Leamington United Mennonite Home And Apartments,,Non-Profit,Home with approximately 84 beds,No,Yes,Yes,No,,Leamington, N8H4T5,84.0,2018-01-09,2010-11-17,2020-10-15,18.0,11.0,4.0,6.0,2.0,,6.0,4.0,2.0,1.0,1.0,
LEE MANOR HOME,875 Sixth Street East,South West,Corporation Of The County Of Grey,,Municipal,Home with approximately 150 beds,No,Yes,Yes,No,,Owen Sound, N4K5W5,150.0,2018-02-12,2010-11-03,2020-11-12,35.0,15.0,9.0,16.0,4.0,3.0,18.0,6.0,4.0,3.0,2.0,2.0
LINHAVEN,403 Ontario Street,Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 248 beds,Yes,Yes,Yes,Yes,,St. Catharines, L2N1L5,248.0,2018-02-13,2010-09-21,2020-02-24,55.0,20.0,11.0,22.0,6.0,3.0,21.0,10.0,6.0,10.0,5.0,3.0
LONGFIELDS MANOR,330 Beatrice Drive,Champlain,Axr Operating (National) Lp,,For-Profit,Home with approximately 114 beds,No,Yes,Yes,Yes,,Nepean, K2J5A5,114.0,2017-06-19,2011-07-12,2020-11-16,34.0,22.0,10.0,14.0,9.0,5.0,16.0,9.0,4.0,,,
MACASSA LODGE,701 Upper Sherman Avenue,Hamilton Niagara Haldimand Brant (Hnhb),City Of Hamilton,,Municipal,Home with approximately 270 beds,No,Yes,Yes,Yes,,Hamilton, L8V3M7,270.0,2017-11-29,2010-09-22,2020-02-21,29.0,16.0,9.0,10.0,3.0,3.0,10.0,5.0,3.0,6.0,4.0,2.0
MACKENZIE HEALTH LONG TERM CARE FACILITY,10 Trench Street,Central,Mackenzie Health,Universalcare Canada Inc.,Non-Profit,Home with approximately 168 beds,No,Yes,Yes,Yes,,Richmond Hill, L4C4Z3,168.0,2017-10-12,2011-10-19,2020-10-22,25.0,16.0,8.0,11.0,6.0,4.0,10.0,5.0,3.0,7.0,3.0,2.0
MACKENZIE PLACE,52 George Street,Central,Revera Long Term Care Inc.,,For-Profit,Home with approximately 93 beds,No,Yes,Yes,Yes,,Newmarket, L3Y4V3,93.0,2017-10-26,2011-02-07,2020-05-25,25.0,19.0,8.0,14.0,11.0,5.0,7.0,4.0,3.0,2.0,2.0,1.0
MADONNA CARE COMMUNITY,1541 St. Joseph Boulevard,Champlain,The Royale Development Lp,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Orleans, K1C7L3,160.0,2019-02-25,2011-05-17,2020-10-08,107.0,64.0,36.0,45.0,22.0,12.0,48.0,30.0,18.0,11.0,6.0,4.0
MAIN STREET TERRACE,77 Main Street,Toronto Central,Revera Long Term Care Inc.,,For-Profit,Home with approximately 150 beds,Yes,Yes,Yes,Yes,,Toronto, M4E2V6,150.0,2017-12-07,2010-10-05,2020-03-09,46.0,22.0,6.0,26.0,9.0,4.0,12.0,8.0,2.0,6.0,2.0,
MAITLAND MANOR,290 South Street,South West,Grosvenor Health Care Partnership (No. 3),Extendicare (Canada) Inc.,For-Profit,Home with approximately 91 beds,Yes,Yes,Yes,Yes,,Goderich, N7A4G6,91.0,2017-08-28,2011-03-02,2020-07-10,32.0,18.0,7.0,12.0,6.0,3.0,16.0,7.0,3.0,7.0,4.0,3.0
MALTON VILLAGE LONG TERM CARE CENTRE,7075 Rexwood Road,Central West,The Regional Municipality Of Peel,,Municipal,Home with approximately 160 beds,No,Yes,Yes,Yes,,Mississauga, L4T4M1,160.0,2018-07-18,2010-07-22,2019-11-25,62.0,21.0,14.0,29.0,6.0,5.0,18.0,7.0,5.0,6.0,4.0,2.0
MANITOULIN CENTENNIAL MANOR HOME FOR THE AGED,70 Robinson Street Postal Bag 460,North East,Manitoulin Centennial Manor Home For The Aged Board Of Management,Extendicare (Canada) Inc.,Municipal,Home with approximately 60 beds,No,Yes,No,No,,Little Current, P0P1K0,60.0,2018-01-02,2011-02-28,2020-11-09,25.0,11.0,5.0,7.0,2.0,1.0,11.0,5.0,3.0,10.0,3.0,1.0
MANITOULIN LODGE,3 Main Street P. O. Box 648,North East,584482 Ontario Inc.,,For-Profit,Home with approximately 61 beds,Yes,Yes,Yes,Yes,,Gore Bay, P0P1H0,61.0,2018-08-01,2010-07-23,2020-08-06,25.0,9.0,5.0,10.0,1.0,1.0,11.0,3.0,3.0,5.0,3.0,
MANOIR MAROCHEL,949 Montreal Road,Champlain,"Cvh (No. 4) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 64 beds,No,Yes,Yes,No,,Ottawa, K1K0S6,64.0,2018-08-30,2011-05-18,2020-10-19,111.0,64.0,18.0,31.0,14.0,4.0,36.0,14.0,6.0,43.0,30.0,4.0
MAPLE GROVE CARE COMMUNITY,215 Sunny Meadow Blvd.,Central West,2063415 Ontario Limited As General Partner Of 2063415 Investment Lp,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Brampton, L6R3B5,160.0,2018-06-13,2010-07-20,2020-07-27,35.0,20.0,11.0,18.0,9.0,5.0,12.0,4.0,3.0,11.0,9.0,5.0
MAPLE MANOR NURSING HOME,73 Bidwell Street,South West,Maplewood Nursing Home Limited,,For-Profit,Home with approximately 106 beds,No,Yes,Yes,Yes,,Tillsonburg, N4G3T8,106.0,2018-03-05,2010-10-26,2020-10-09,26.0,13.0,5.0,8.0,2.0,,12.0,4.0,3.0,7.0,6.0,4.0
MAPLE PARK LODGE,6 Hagey Avenue,Hamilton Niagara Haldimand Brant (Hnhb),1365853 Ontario Limited,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Fort Erie, L2A5M5,96.0,2017-10-31,2011-01-19,2020-02-20,25.0,14.0,4.0,9.0,4.0,2.0,11.0,6.0,2.0,4.0,2.0,
MAPLE VIEW,1029-4Th Avenue West,South West,"Cvh (No. 3) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 29 beds,No,Yes,Yes,Yes,,Owen Sound, N4K4W1,29.0,2018-01-25,2010-07-21,2020-09-28,19.0,9.0,3.0,3.0,1.0,,10.0,3.0,2.0,4.0,2.0,
MAPLE VIEW LODGE,"746 County Road, 42 East P.O. Box 100",South East,United Counties Of Leeds And Grenville,,Municipal,Home with approximately 60 beds,No,Yes,Yes,No,,Athens, K0E1B0,60.0,2018-10-01,2011-06-08,2020-09-16,33.0,14.0,4.0,8.0,3.0,1.0,15.0,4.0,1.0,5.0,3.0,1.0
MAPLE VILLA LONG TERM CARE CENTRE,441 Maple Avenue,Hamilton Niagara Haldimand Brant (Hnhb),Dallov Holdings Limited,,For-Profit,Home with approximately 93 beds,No,Yes,Yes,Yes,,Burlington, L7S1L8,93.0,2017-12-11,2011-02-15,2020-10-29,17.0,10.0,4.0,10.0,6.0,3.0,4.0,1.0,1.0,5.0,1.0,
MAPLEWOOD,12 Maplewood Avenue Box 249,South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 49 beds,No,Yes,Yes,Yes,,Brighton, K0K1H0,49.0,2018-12-07,2011-10-12,2020-09-11,24.0,18.0,9.0,3.0,2.0,2.0,15.0,10.0,5.0,6.0,5.0,3.0
MARIANHILL NURSING HOME,600 Cecelia Street,Champlain,Marianhill Inc.,,Non-Profit,Home with approximately 139 beds,Yes,Yes,Yes,Yes,,Pembroke, K8A7Z3,139.0,2017-10-03,2011-11-30,2020-09-03,29.0,19.0,9.0,13.0,7.0,5.0,16.0,8.0,4.0,,,
MARIANN HOME,9915 Yonge Street,Central,Mariann Nursing Home And Residence,,Non-Profit,Home with approximately 64 beds,No,Yes,Yes,Yes,,Richmond Hill, L4C1V1,64.0,2018-01-11,2010-12-12,2020-11-05,12.0,5.0,2.0,2.0,1.0,,5.0,1.0,1.0,4.0,2.0,
MARKHAVEN,54 Parkway Avenue,Central,"Markhaven, Inc.",,Non-Profit,Home with approximately 96 beds,No,No,Yes,No,,Markham, L3P2G4,96.0,2018-12-12,2010-11-08,2020-10-20,26.0,14.0,9.0,10.0,2.0,2.0,9.0,4.0,3.0,7.0,5.0,4.0
MARSHALL GOWLAND MANOR,749 Devine Street,Erie St. Clair,The Corporation Of The County Of Lambton,,Municipal,Home with approximately 126 beds,No,Yes,Yes,No,,Sarnia, N7T1X3,126.0,2017-05-30,2010-08-27,2020-10-15,58.0,27.0,9.0,29.0,13.0,4.0,27.0,11.0,5.0,4.0,1.0,1.0
MAUNO KAIHLA KOTI,723 North Street,North East,The Ontario-finnish Resthome Association,,Non-Profit,Home with approximately 63 beds,Yes,Yes,Yes,No,,Sault Ste Marie, P6B6G8,63.0,2017-12-28,2011-11-02,2020-08-05,20.0,12.0,3.0,5.0,3.0,1.0,6.0,3.0,1.0,3.0,1.0,
MAXVILLE MANOR,80 Mechanic Street West,Champlain,Maxville Manor,,Non-Profit,Home with approximately 122 beds,Yes,Yes,Yes,No,,Maxville, K0C1T0,122.0,2017-11-10,2010-09-17,2020-03-05,31.0,9.0,2.0,12.0,2.0,1.0,10.0,3.0,,7.0,1.0,1.0
MAYNARD NURSING HOME,28 Halton Street,Toronto Central,Schlegel Villages Inc,,For-Profit,Home with approximately 77 beds,No,Yes,Yes,Yes,,Toronto, M6J1R3,77.0,2018-04-18,2011-08-25,2020-01-03,20.0,10.0,3.0,8.0,1.0,,4.0,1.0,1.0,8.0,5.0,1.0
MCCALL CENTRE LONG TERM CARE INTERIM UNIT,140 SHERWAY DRIVE,Mississauga Halton,The Credit Valley Hospital & Trillium Health Cntr,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 21 beds,No,Yes,No,Yes,,ETOBICOKE, M9C1A4,21.0,2018-09-28,2012-09-07,2020-02-07,10.0,7.0,3.0,1.0,,,,,,2.0,2.0,2.0
MCCORMICK HOME,2022 Kains Road,South West,The Women's Christian Association Of London,,Non-Profit,Home with approximately 160 beds,Yes,Yes,Yes,Yes,,London, N6K0A8,160.0,2018-06-15,2010-08-24,2020-10-01,47.0,18.0,9.0,18.0,4.0,1.0,25.0,10.0,6.0,,,
MCGARRELL PLACE,355 McGarrell Drive,South West,Axr Operating (National) Lp,,For-Profit,Home with approximately 157 beds,No,Yes,Yes,Yes,,London, N6G0B1,157.0,2017-07-20,2011-02-18,2020-10-22,48.0,22.0,11.0,14.0,6.0,1.0,33.0,13.0,10.0,1.0,,
MEADOW PARK (LONDON),1210 Southdale Road East,South West,Meadow Park (London) Inc.,,For-Profit,Home with approximately 126 beds,Yes,Yes,Yes,Yes,,London, N6E1B4,126.0,2018-05-25,2010-08-11,2020-11-04,88.0,48.0,11.0,49.0,25.0,7.0,27.0,14.0,2.0,12.0,9.0,2.0
MEADOW PARK NURSING HOME (CHATHAM),110 Sandys Street,Erie St. Clair,Meadow Park (Chatham) Inc.,,For-Profit,Home with approximately 99 beds,Yes,Yes,Yes,Yes,,Chatham, N7L4X3,99.0,2017-08-24,2011-11-04,2020-10-19,19.0,8.0,5.0,8.0,2.0,2.0,7.0,2.0,2.0,,,
MEAFORD LONG TERM CARE - A PEOPLECARE COMMUNITY,135 William Street,South West,Meaford Nursing Home Limited,,For-Profit,Home with approximately 77 beds,Yes,Yes,Yes,Yes,,Meaford, N4L1T4,77.0,2017-11-01,2010-11-04,2020-10-15,36.0,9.0,5.0,10.0,2.0,2.0,15.0,3.0,2.0,7.0,3.0,3.0
MENNONITE BRETHREN SENIOR CITIZENS HOME,1 Tabor Drive,Hamilton Niagara Haldimand Brant (Hnhb),Mennonite Brethren Senior Citizens Home,,Non-Profit,Home with approximately 82 beds,Yes,Yes,Yes,No,,St Catharines, L2N1V9,82.0,2018-08-18,2010-10-08,2020-01-10,27.0,12.0,5.0,5.0,1.0,,13.0,5.0,3.0,4.0,4.0,1.0
MIDDLESEX TERRACE,2094 Gideon Drive R.R. #1,South West,Middlesex Terrace Limited,Apans Health Services,For-Profit,Home with approximately 105 beds,No,Yes,Yes,Yes,,Delaware, N0L1E0,105.0,2018-10-04,2010-08-24,2020-09-18,41.0,19.0,5.0,10.0,5.0,,26.0,9.0,4.0,3.0,2.0,
MIDLAND GARDENS CARE COMMUNITY,130 Midland Avenue,Central East,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 299 beds,Yes,Yes,Yes,Yes,,Scarborough, M1N4B2,299.0,2018-04-12,2010-07-16,2020-11-02,78.0,54.0,31.0,41.0,25.0,18.0,28.0,13.0,6.0,34.0,29.0,14.0
MILL CREEK CARE CENTRE,286 Hurst Drive,North Simcoe Muskoka,Mill Creek Care Centre,,Non-Profit,Home with approximately 160 beds,Yes,Yes,Yes,Yes,,Barrie, L4N0Z3,160.0,2018-10-10,2011-01-30,2020-10-09,35.0,13.0,6.0,18.0,3.0,2.0,11.0,4.0,1.0,12.0,6.0,2.0
MILLENNIUM TRAIL MANOR,6861 Oakwood Drive,Hamilton Niagara Haldimand Brant (Hnhb),955464 Ontario Limited,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,Niagara Falls, L2E6S5,160.0,2018-02-13,2010-12-14,2020-10-27,48.0,21.0,11.0,24.0,8.0,4.0,18.0,7.0,5.0,15.0,4.0,1.0
MIRAMICHI LODGE,725 Pembroke Street West,Champlain,County Of Renfrew,,Municipal,Home with approximately 166 beds,Yes,Yes,Yes,Yes,,Pembroke, K8A8S6,166.0,2017-04-18,2010-10-22,2020-01-24,29.0,17.0,9.0,11.0,8.0,5.0,15.0,6.0,4.0,1.0,1.0,1.0
MISSISSAUGA LONG TERM CARE FACILITY,26 Peter Street North,Mississauga Halton,Mississauga Long Term Care Facility Inc.,,For-Profit,Home with approximately 55 beds,No,Yes,No,Yes,,Mississauga, L5H2G7,55.0,2017-04-24,2010-08-30,2020-03-10,13.0,9.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0
MITCHELL NURSING HOME,"184 Napier Street, S.S. #1",South West,Ritz Lutheran Villa,,Non-Profit,Home with approximately 48 beds,No,Yes,Yes,No,,Mitchell, N0K1N0,48.0,2018-01-02,2010-08-31,2020-07-21,34.0,10.0,5.0,14.0,5.0,2.0,9.0,2.0,2.0,6.0,1.0,1.0
MOIRA PLACE LONG-TERM CARE HOME,415 River Street West P.O. Box 200,South East,Aon Inc.,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Tweed, K0K3J0,128.0,2018-05-08,2011-07-28,2020-10-19,37.0,27.0,7.0,12.0,7.0,2.0,15.0,13.0,4.0,5.0,2.0,
MON SHEONG HOME FOR THE AGED,36 D'Arcy Street,Toronto Central,Mon Sheong Foundation,,Non-Profit,Home with approximately 105 beds,Yes,Yes,No,No,,Toronto, M5T1J7,105.0,2017-11-28,2010-12-02,2019-11-29,13.0,9.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,,,
MON SHEONG RICHMOND HILL LONG TERM CARE CENTRE,11199 Yonge Street,Central,Mon Sheong Foundation,,Non-Profit,Home with approximately 192 beds,Yes,Yes,Yes,No,,Richmond Hill, L4S1L2,192.0,2017-11-17,2011-10-14,2020-11-06,11.0,8.0,4.0,6.0,3.0,3.0,6.0,1.0,1.0,,,
MON SHEONG SCARBOROUGH LONG TERM CARE CENTRE,2030 Mcnicoll Avenue,Central East,Mon Sheong Foundation,,Non-Profit,Home with approximately 160 beds,Yes,Yes,Yes,No,,Scarborough, M1V5P4,160.0,2018-01-17,2011-11-26,2020-10-28,18.0,13.0,6.0,5.0,4.0,2.0,9.0,6.0,3.0,2.0,1.0,
MONTFORT,705 Montreal Road,Champlain,Revera Long Term Care Inc.,,For-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Ottawa, K1K0M9,128.0,2017-07-19,2011-03-02,2020-07-02,83.0,47.0,20.0,43.0,19.0,16.0,27.0,10.0,4.0,14.0,12.0,
MORRISTON PARK NURSING HOME,7363 Calfass Road R. R. #2,Waterloo Wellington,Retirement Home Specialists Incorporated,,For-Profit,Home with approximately 28 beds,No,Yes,No,No,,Puslinch, N0B2J0,28.0,2017-12-06,2010-08-11,2020-11-05,20.0,6.0,2.0,4.0,1.0,,5.0,1.0,1.0,6.0,,
MOUNT HOPE CENTRE FOR LONG TERM CARE,21 Grosvenor Street P.O. Box 5777,South West,"St. Joseph's Health Care, London",,Non-Profit,Home with approximately 177 beds,Yes,Yes,Yes,Yes,,London, N6A1Y6,177.0,2018-11-16,2011-04-19,2020-09-30,85.0,42.0,13.0,40.0,15.0,1.0,35.0,19.0,9.0,19.0,12.0,4.0
MOUNT NEMO CHRISTIAN NURSING HOME,4486 Guelph Line,Hamilton Niagara Haldimand Brant (Hnhb),Canadian Reformed Society For A Home For The Aged Inc.,,Non-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Burlington, L7P0N2,61.0,2018-07-19,2010-12-07,2020-02-21,18.0,10.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0
MUSKOKA LANDING,65 Rogers Cove Drive,North Simcoe Muskoka,Huntsville Long Term Care Centre Inc.,,For-Profit,Home with approximately 94 beds,Yes,Yes,Yes,Yes,,Huntsville, P1H2L9,94.0,2018-04-13,2011-10-25,2020-07-30,32.0,16.0,8.0,15.0,2.0,2.0,10.0,6.0,3.0,5.0,5.0,1.0
MUSKOKA SHORES CARE COMMUNITY,200 Kelly Drive,North Simcoe Muskoka,2063412 Ontario Limited As General Partner Of 2063412 Investment Lp,,For-Profit,Home with approximately 183 beds,No,Yes,Yes,Yes,,Gravenhurst, P1P1P3,183.0,2017-11-10,2011-01-10,2020-09-04,41.0,27.0,16.0,19.0,8.0,4.0,15.0,11.0,7.0,13.0,9.0,3.0
"NIAGARA HEALTH SYSTEM, WELLAND HOSPITAL SITE, EXTENDED CARE UNIT",155 Ontario Street,Hamilton Niagara Haldimand Brant (Hnhb),Niagara Health System,,Non-Profit,Home with approximately 115 beds,No,Yes,No,Yes,,St. Catharines, L2R5K3,115.0,2018-07-03,2010-10-14,2020-06-24,29.0,12.0,4.0,13.0,,,5.0,3.0,2.0,10.0,5.0,1.0
NIAGARA INA GRAFTON GAGE VILLAGE,413 Linwell Road,Hamilton Niagara Haldimand Brant (Hnhb),Niagara Ina Grafton Gage Home Of The United Church,,Non-Profit,Home with approximately 40 beds,No,Yes,Yes,No,,St Catharines, L2M7Y2,40.0,2018-04-13,2011-09-20,2019-07-23,30.0,21.0,7.0,8.0,5.0,2.0,3.0,3.0,2.0,13.0,9.0,2.0
NIAGARA LONG TERM CARE RESIDENCE,120 Wellington Street P.O. Box 985,Hamilton Niagara Haldimand Brant (Hnhb),"Dtoc Ii Long Term Care Lp, By Its General Partner, Dtoc Ii Long Term Care Mgp (A General Partnership) By Its Partners, Dtoc Ii Long Term Care Gp Inc. And Arch Venture Holdings Inc.",Responsive Health Management Inc.,For-Profit,Home with approximately 124 beds,No,Yes,Yes,Yes,,Niagara-On-The-Lake, L0S1J0,124.0,2018-01-29,2010-09-15,2020-03-03,19.0,9.0,6.0,9.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0
NIPIGON DISTRICT MEMORIAL HOSPITAL,125 Hogan Road P O Box 37,North West,Nipigon District Memorial Hospital,,Non-Profit,Home with approximately 15 beds,No,Yes,No,Yes,,Nipigon, P0T2J0,15.0,2018-10-12,2011-10-03,2020-08-10,12.0,8.0,4.0,1.0,1.0,,4.0,2.0,2.0,5.0,2.0,2.0
NIPISSING MANOR NURSING CARE CENTER,1202 Highway 94,North East,1895357 Ontario Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Corbeil, P0H1K0,120.0,2018-10-12,2011-10-02,2020-10-28,20.0,15.0,10.0,7.0,3.0,2.0,7.0,5.0,4.0,4.0,3.0,3.0
NISBET LODGE,740 Pape Avenue,Toronto Central,Nisbet Lodge,,Non-Profit,Home with approximately 103 beds,No,Yes,Yes,Yes,,Toronto, M4K3S7,103.0,2018-06-14,2011-07-07,2020-07-07,12.0,9.0,5.0,8.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0
NITHVIEW HOME,200 Boullee Street,Waterloo Wellington,Tri-county Mennonite Homes,,Non-Profit,Home with approximately 99 beds,No,Yes,Yes,No,,New Hamburg, N3A2K4,99.0,2017-06-27,2010-11-16,2020-10-26,45.0,22.0,10.0,15.0,7.0,3.0,24.0,7.0,4.0,10.0,8.0,4.0
NORFINCH CARE COMMUNITY,22 Norfinch Drive,Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,North York, M3N1X1,160.0,2018-04-30,2010-08-30,2020-09-24,17.0,13.0,7.0,10.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
NORTH CENTENNIAL MANOR,2 Kimberly Drive,North East,North Centennial Manor Inc.,,Non-Profit,Home with approximately 78 beds,No,Yes,Yes,No,,Kapuskasing, P5N1L5,78.0,2017-11-29,2011-11-16,2020-11-05,17.0,11.0,5.0,2.0,1.0,1.0,8.0,5.0,4.0,4.0,3.0,
NORTH LAMBTON LODGE,39 Morris Street R.R. #6,Erie St. Clair,The Corporation Of The County Of Lambton,,Municipal,Home with approximately 88 beds,No,Yes,Yes,No,,Forest, N0N1J0,88.0,2017-11-15,2011-05-13,2020-09-24,27.0,16.0,9.0,7.0,5.0,2.0,19.0,8.0,7.0,,,
NORTH PARK NURSING HOME,450 Rustic Road,Central,North Park Nursing Home Limited,Assured Care Consulting Inc.,For-Profit,Home with approximately 75 beds,No,Yes,Yes,Yes,,North York, M6L1W9,75.0,2018-10-22,2010-09-23,2020-03-25,24.0,6.0,3.0,11.0,2.0,1.0,6.0,,,3.0,1.0,
NORTH RENFREW LONG-TERM CARE SERVICES,47 Ridge Road P.O. Box 1988,Champlain,North Renfrew Long-term Care Services Inc.,,Non-Profit,Home with approximately 21 beds,Yes,Yes,No,No,,Deep River, K0J1P0,21.0,2018-06-04,2011-11-23,2019-10-09,22.0,10.0,5.0,4.0,1.0,1.0,6.0,4.0,2.0,5.0,1.0,
NORTH SHORE HEALTH NETWORK – ELDCAP UNIT,525 Causley Street P.O. Box 970,North East,North Shore Health Network,,Non-Profit,Home with approximately 10 beds,No,Yes,No,Yes,,Blind River, P0R1B0,10.0,2018-09-17,2011-11-22,2020-10-20,12.0,6.0,2.0,1.0,,,4.0,,,2.0,1.0,
NORTH SHORE HEALTH NETWORK – LTC UNIT,525 Causley Street P. O. Box 970,North East,North Shore Health Network,,Non-Profit,Home with approximately 22 beds,No,Yes,Yes,Yes,,Blind River, P0R1B0,22.0,2018-09-17,2011-11-22,2020-10-20,15.0,7.0,3.0,4.0,,,4.0,1.0,1.0,5.0,3.0,1.0
NORTHLAND POINTE,2 Fielden Avenue,Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 151 beds,No,Yes,No,Yes,,Port Colborne, L3K6G4,151.0,2018-01-30,2010-07-21,2020-02-13,30.0,11.0,7.0,12.0,2.0,2.0,10.0,4.0,3.0,8.0,1.0,1.0
NORTHRIDGE,496 Postridge Drive,Mississauga Halton,Axr Operating (National) Lp,,For-Profit,Home with approximately 133 beds,No,Yes,Yes,Yes,,Oakville, L6H7A2,133.0,2017-03-22,2010-11-09,2019-09-25,35.0,13.0,5.0,15.0,2.0,1.0,11.0,6.0,3.0,8.0,4.0,1.0
NORTHVIEW NURSING HOME,77 River Road P.O. Box 1139,North East,675412 Ontario Inc.,,For-Profit,Home with approximately 48 beds,Yes,Yes,No,Yes,,Englehart, P0J1H0,48.0,2018-06-05,2011-04-26,2020-08-25,21.0,13.0,5.0,9.0,6.0,3.0,4.0,2.0,,7.0,4.0,1.0
NORTHWOOD LODGE,51 Highway 105 P.O. Box 420,North West,Board Of Management Of The District Of Kenora,Unity Health Toronto,Municipal,Home with approximately 32 beds,No,Yes,Yes,No,"name: dale clement,
position: vp clinical programs & site lead st. joseph's health centre
30 the queensway
toronto on m6r 1b5
phone: 416-530-6657
e-mail: dale.clement@unityhealth.to",Red Lake, P0V2M0,32.0,2018-07-10,2011-10-24,2020-11-17,19.0,11.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0,14.0,7.0,2.0
NORVIEW LODGE,44 Rob Blake Way,Hamilton Niagara Haldimand Brant (Hnhb),The Corporation Of Norfolk County,,Municipal,Home with approximately 180 beds,Yes,Yes,Yes,Yes,,Simcoe, N3Y0E3,180.0,2018-05-17,2011-02-08,2020-10-23,23.0,13.0,4.0,6.0,1.0,,11.0,5.0,2.0,4.0,4.0,1.0
NORWOOD NURSING HOME,122 Tyndall Avenue,Toronto Central,Norwood Nursing Home Limited,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Toronto, M6K2E2,60.0,2018-07-20,2011-06-24,2020-10-30,15.0,8.0,3.0,7.0,2.0,1.0,5.0,1.0,1.0,2.0,,
OAK TERRACE,291 Mississaga Street West,North Simcoe Muskoka,Revera Long Term Care Inc.,,For-Profit,Home with approximately 94 beds,No,Yes,Yes,Yes,,Orillia, L3V3B9,94.0,2018-03-21,2010-11-02,2020-07-15,31.0,8.0,5.0,14.0,,,8.0,3.0,3.0,5.0,2.0,2.0
OAKWOOD PARK LODGE,6747 Oakwood Drive,Hamilton Niagara Haldimand Brant (Hnhb),Maryban Holdings Ltd.,,For-Profit,Home with approximately 153 beds,Yes,Yes,No,Yes,,Niagara Falls, L2E6S5,153.0,2018-06-04,2011-02-15,2020-09-10,49.0,27.0,14.0,22.0,10.0,6.0,15.0,6.0,5.0,13.0,9.0,2.0
ONEIDA NATION OF THE THAMES LONG-TERM CARE HOME (TSI' NU: YOYANTLE' NA' TUHUWATISNI),"2229 Elm Avenue, R.R. #2",South West,Oneida Nation Of The Thames,,Non-Profit,Home with approximately 64 beds,No,Yes,Yes,No,,Southwold, N0L2G0,64.0,2018-07-13,2012-04-12,2020-11-04,39.0,19.0,5.0,23.0,7.0,,9.0,5.0,4.0,3.0,3.0,1.0
ORCHARD TERRACE CARE CENTRE,199 Glover Road,Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres Lp,,For-Profit,Home with approximately 45 beds,No,Yes,Yes,Yes,,Stoney Creek, L8E5J2,45.0,2018-05-30,2011-09-19,2020-03-13,19.0,12.0,4.0,7.0,4.0,1.0,3.0,1.0,1.0,7.0,6.0,1.0
ORCHARD VILLA,1955 Valley Farm Road,Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 233 beds,No,Yes,Yes,Yes,,Pickering, L1V3R6,233.0,2018-03-26,2010-07-15,2020-09-08,67.0,36.0,12.0,32.0,13.0,6.0,22.0,7.0,3.0,20.0,16.0,4.0
OWEN HILL CARE COMMUNITY,130 Owen Street,North Simcoe Muskoka,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 57 beds,No,Yes,Yes,Yes,,Barrie, L4M3H7,57.0,2018-09-12,2011-04-21,2020-10-07,16.0,7.0,3.0,6.0,1.0,1.0,7.0,1.0,1.0,2.0,,
