outbreak,cleaned_name,name,address,city,postal_code,LHIN,home_type,number_beds,short_stay,residents_council,family_council,accreditation,antipsychotic_percent,pressure_ulcers_percent,falls_percent,restraints_percent,depression_percent,pain_percent,first_inspection_date,last_inspection_date,last_rqi_date,3y_inspections,2y_inspections,1y_inspections,3y_withOrders,2y_withOrders,1y_withOrders,cum_resident_deaths,max_resident_cases,max_hcw_cases,date_first_outbreak,date_max_cases,date_max_HCWcases,date_first_resolved,CSDname,CSDuid,latitude,longitude
1.0,blue water rest home,BLUE WATER REST HOME,37792 Zurich-Hensall RD,Zurich, N0M2T0,South West,Non-Profit,65.0,No,Yes,No,No,17.5,1.9,14.0,0.0,36.2,1.1,2010-10-27,2020-08-13,2018-10-10,5.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-04-27,2020-04-27,2020-04-27,2020-05-14,Bluewater,3540010.0,43.41978964,-81.63774028
0.0,algoma manor nursing home,ALGOMA MANOR NURSING HOME,145 Dawson Street,Thessalon, P0R1L0,North East,Non-Profit,96.0,Yes,Yes,Yes,Yes,15.9,1.8,18.6,5.2,20.4,2.9,2012-02-16,2020-07-29,2018-01-16,4.0,4.0,1.0,1.0,1.0,0.0,,,,,,,,Thessalon,3557028.0,46.263461799999995,-83.56324898
0.0,au chateau,AU CHATEAU,100 Michaud Street,Sturgeon Falls, P2B2Z4,North East,Municipal,162.0,Yes,Yes,Yes,No,14.8,4.4,25.7,10.7,11.4,12.9,2011-02-10,2020-02-11,2018-07-18,14.0,11.0,8.0,7.0,6.0,4.0,,,,,,,,West Nipissing / Nipissing Ouest,3548055.0,46.37203452,-79.92058532
0.0,northwood lodge,NORTHWOOD LODGE,51 Highway 105 P.O. Box 420,Red Lake, P0V2M0,North West,Municipal,32.0,No,Yes,Yes,No,28.8,0.6,8.1,24.6,18.4,9.8,2011-10-24,2020-11-17,2018-07-10,6.0,5.0,1.0,3.0,2.0,0.0,,,,,,,,Red Lake,3560042.0,51.01327044,-93.82244384
0.0,pinecrest (kenora),PINECREST (KENORA),1220 Valley Drive,Kenora, P9N2W7,North West,Municipal,116.0,Yes,Yes,Yes,No,20.7,7.0,13.6,29.3,32.6,6.4,2010-09-01,2020-11-12,2018-07-13,8.0,6.0,5.0,2.0,2.0,2.0,,,,,,,,Kenora,3560010.0,49.7799152,-94.4631099
0.0,princess court,PRINCESS COURT,Princess Street Box 725,Dryden, P8N2Z4,North West,Municipal,97.0,Yes,Yes,Yes,No,16.9,1.7,13.3,7.0,2.0,0.9,2010-09-30,2020-10-15,2018-01-17,7.0,6.0,3.0,3.0,2.0,1.0,,,,,,,,Dryden,3560027.0,49.783303000000004,-92.8352797
1.0,cassellholme,CASSELLHOLME,400 Olive Street,North Bay, P1B6J4,North East,Municipal,240.0,Yes,Yes,Yes,Yes,19.4,4.2,19.3,3.8,36.1,5.0,2011-04-12,2020-08-06,2017-03-23,12.0,11.0,7.0,2.0,2.0,2.0,0.0,1.0,0.0,2020-05-04,2020-05-04,2020-05-04,2020-05-21,North Bay,3548044.0,46.31926603,-79.44608166
1.0,belvedere heights,BELVEDERE HEIGHTS,21 Belvedere Avenue,Parry Sound, P2A2A2,North East,Municipal,101.0,No,Yes,Yes,Yes,17.7,3.0,20.0,0.8,47.1,3.4,2010-12-07,2020-08-25,2018-09-12,14.0,10.0,7.0,6.0,3.0,3.0,0.0,0.0,1.0,2020-07-03,2020-07-03,2020-07-03,2020-07-16,Parry Sound,3549032.0,45.34272524,-80.03862375
1.0,chester village,CHESTER VILLAGE,3555 Danforth Avenue,Toronto, M1L1E3,Toronto Central,Non-Profit,203.0,No,Yes,Yes,Yes,14.8,2.0,11.2,0.9,24.1,5.9,2010-10-19,2020-02-26,2017-10-13,5.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2020-06-16,2020-06-16,2020-06-16,2020-04-24,Toronto,3520005.0,43.6936488,-79.27484865
0.0,broadview nursing centre,BROADVIEW NURSING CENTRE,210 Brockville Street,Smiths Falls, K7A3Z4,South East,For-Profit,75.0,No,Yes,No,No,12.9,1.7,22.9,0.3,27.4,0.4,2011-04-12,2020-08-12,2018-07-18,13.0,10.0,7.0,1.0,1.0,1.0,,,,,,,,Smiths Falls,3509004.0,44.88786035,-76.02083780000002
1.0,brucelea haven long term care home - corporation of the county of bruce,BRUCELEA HAVEN LONG TERM CARE HOME - CORPORATION OF THE COUNTY OF BRUCE,41 McGivern Street West P.O. Box 1600,Walkerton, N0G2V0,South West,Municipal,144.0,No,Yes,No,No,16.9,7.4,17.4,9.5,32.2,3.6,2010-09-08,2020-10-07,2018-01-09,13.0,13.0,9.0,9.0,9.0,6.0,0.0,0.0,1.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,Brockton,3541032.0,44.12121858,-81.15427199
1.0,gateway haven long term care home,GATEWAY HAVEN LONG TERM CARE HOME,671 Frank Street P.O. Box 10,Wiarton, N0H2T0,South West,Municipal,100.0,No,Yes,Yes,No,16.2,5.0,15.9,3.4,24.9,11.4,2010-08-25,2020-06-25,2018-10-10,6.0,5.0,4.0,4.0,3.0,2.0,0.0,0.0,1.0,2020-04-24,2020-04-24,2020-04-24,,South Bruce Peninsula,3541055.0,44.74034089,-81.12803284
1.0,elisabeth-bruyere residence,ÉLISABETH-BRUYÈRE RESIDENCE,75 Bruyere Street,Ottawa, K1N5C8,Champlain,Non-Profit,71.0,No,Yes,Yes,Yes,21.1,3.8,20.8,6.0,23.2,14.5,2010-08-09,2020-07-03,2019-02-12,28.0,20.0,10.0,6.0,4.0,2.0,15.0,14.0,9.0,2020-04-24,2020-05-16,2020-05-21,2020-06-06,Ottawa,3506008.0,45.43220386,-75.69601434
1.0,residence saint-louis,RESIDENCE SAINT- LOUIS,879 Chemin Parc Hiawatha,Ottawa, K1C2Z6,Champlain,Non-Profit,198.0,Yes,Yes,Yes,Yes,17.4,4.8,26.1,6.1,24.5,6.6,2010-09-01,2020-10-27,2018-10-05,42.0,26.0,14.0,10.0,4.0,0.0,9.0,22.0,17.0,2020-04-24,2020-05-02,2020-05-08,2020-06-30,Ottawa,3506008.0,45.48316947,-75.54547069
0.0,mount nemo christian nursing home,MOUNT NEMO CHRISTIAN NURSING HOME,4486 Guelph Line,Burlington, L7P0N2,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,61.0,No,Yes,Yes,Yes,18.8,4.1,20.1,7.6,17.1,1.6,2010-12-07,2020-02-21,2018-07-19,6.0,5.0,3.0,2.0,1.0,0.0,,,,,,,,Burlington,3524002.0,43.40257242,-79.87556992
1.0,elgin abbey nursing home,ELGIN ABBEY NURSING HOME,380 First Avenue North P.O. Box 7,Chesley, N0G1L0,South West,For-Profit,27.0,No,Yes,No,Yes,39.8,2.9,19.1,12.4,22.6,12.3,2010-09-09,2020-10-01,2018-08-07,8.0,7.0,4.0,5.0,5.0,3.0,0.0,0.0,1.0,2020-06-22,2020-06-22,2020-06-22,2020-06-30,Arran-Elderslie,3541043.0,44.31058562,-81.09967099
0.0,caressant care arthur nursing home,CARESSANT CARE ARTHUR NURSING HOME,215 Eliza Street P.O. Box 700,Arthur, N0G1A0,Waterloo Wellington,For-Profit,80.0,No,Yes,Yes,Yes,21.3,4.6,15.3,1.4,27.3,3.1,2010-08-31,2020-05-22,2017-05-15,9.0,8.0,5.0,5.0,5.0,4.0,,,,,,,,Wellington North,3523050.0,43.83174956,-80.53012776
0.0,caressant care bourget,CARESSANT CARE BOURGET,2279 Laval Street P.O. Box 99,Bourget, K0A1E0,Champlain,For-Profit,60.0,No,Yes,Yes,Yes,,5.6,16.2,0.0,14.9,1.5,2010-11-17,2020-01-10,2018-09-26,24.0,22.0,16.0,0.0,0.0,0.0,,,,,,,,Clarence-Rockland,3502036.0,45.43608988,-75.15507656
0.0,cambridge country manor,CAMBRIDGE COUNTRY MANOR,3680 Speedsville Road R R 31,Cambridge, N3H4R6,Waterloo Wellington,For-Profit,80.0,No,Yes,Yes,Yes,13.7,1.3,8.8,0.0,29.7,0.0,2010-09-15,2020-10-22,2017-10-16,14.0,8.0,4.0,4.0,2.0,1.0,,,,,,,,Cambridge,3530010.0,43.4552726,-80.35775290000002
0.0,caressant care - cobden,CARESSANT CARE COBDEN,12 Wren Drive P.O. Box 430,Cobden, K0J1K0,Champlain,For-Profit,64.0,No,Yes,No,Yes,7.5,2.4,14.5,9.1,31.5,1.7,2010-08-24,2020-10-20,2017-11-30,6.0,4.0,3.0,0.0,0.0,0.0,,,,,,,,Whitewater Region,3547056.0,45.62876664,-76.88767295
1.0,caressant care courtland,CARESSANT CARE COURTLAND,4850 Hwy #59 P.O. Box 279,Courtland, N0J1E0,South West,For-Profit,55.0,No,Yes,No,Yes,5.3,1.3,15.7,0.0,8.4,1.5,2010-11-30,2020-10-05,2018-01-08,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-04-26,2020-04-26,2020-04-26,2020-05-21,Norfolk County,3528052.0,42.83110128,-80.63239781
1.0,caressant care fergus nursing home,CARESSANT CARE FERGUS NURSING HOME,450 Queen Street East,Fergus, N1M2Y7,Waterloo Wellington,For-Profit,87.0,No,Yes,Yes,Yes,17.0,4.2,14.7,0.0,16.1,7.3,2010-10-04,2020-11-04,2018-02-23,36.0,25.0,11.0,19.0,13.0,5.0,0.0,1.0,0.0,2020-04-24,2020-04-24,2020-04-24,2020-05-06,Centre Wellington,3523025.0,43.70904655,-80.36985870000002
0.0,caressant care - harriston,CARESSANT CARE HARRISTON,24 Louise Street P.O. Box 520,Harriston, N0G1Z0,Waterloo Wellington,For-Profit,92.0,No,Yes,Yes,Yes,15.1,4.6,14.7,0.0,25.5,10.2,2011-03-22,2020-02-03,2017-11-16,4.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,Minto,3523043.0,43.91461596,-80.87806388
1.0,caressant care lindsay nursing home,CARESSANT CARE LINDSAY NURSING HOME,240 Mary Street West,Lindsay, K9V5K5,Central East,For-Profit,124.0,No,Yes,No,Yes,16.3,2.1,22.2,2.8,23.2,7.7,2010-08-12,2020-10-28,2019-03-22,18.0,11.0,10.0,3.0,3.0,2.0,0.0,1.0,1.0,2020-05-07,2020-05-07,2020-05-07,2020-05-23,Kawartha Lakes,3516010.0,44.34327843,-78.75034644
0.0,caressant care listowel nursing home,CARESSANT CARE LISTOWEL NURSING HOME,710 Reserve Avenue South,Listowel, N4W2L1,South West,For-Profit,52.0,Yes,Yes,No,Yes,25.3,6.0,17.0,0.0,30.5,3.8,2010-11-17,2020-10-20,2018-05-29,7.0,3.0,2.0,3.0,1.0,0.0,,,,,,,,North Perth,3531040.0,43.72273922,-80.95335159
0.0,caressant care marmora,CARESSANT CARE MARMORA,58 Bursthall Street P.O. Box 429,Marmora, K0K2M0,South East,For-Profit,84.0,No,Yes,Yes,Yes,13.0,4.3,8.1,1.4,31.9,7.3,2010-11-16,2020-10-01,2018-03-29,17.0,14.0,7.0,1.0,1.0,0.0,,,,,,,,Marmora and Lake,3512046.0,44.48072361,-77.67733231
1.0,caressant care on bonnie place,CARESSANT CARE ON BONNIE PLACE,15 Bonnie Place,St Thomas, N5R5T8,South West,For-Profit,116.0,No,Yes,No,Yes,10.9,3.4,13.7,7.1,42.7,7.3,2010-07-08,2020-11-12,2018-05-04,13.0,12.0,11.0,7.0,6.0,5.0,0.0,0.0,1.0,2020-04-24,2020-04-24,2020-04-24,2020-05-06,St. Thomas,3534021.0,42.77305945,-81.16165267
0.0,caressant care on mary bucke,CARESSANT CARE ON MARY BUCKE,4 Mary Bucke Street,St. Thomas, N5R5J6,South West,For-Profit,60.0,No,Yes,No,Yes,12.9,2.0,8.2,11.1,16.9,6.7,2010-08-19,2020-07-28,2018-04-09,7.0,5.0,4.0,4.0,2.0,1.0,,,,,,,,St. Thomas,3534021.0,42.76681534,-81.16897487
0.0,caressant care on mclaughlin road,CARESSANT CARE ON MCLAUGHLIN ROAD,114 McLaughlin Road,Lindsay, K9V6L1,Central East,For-Profit,96.0,No,Yes,Yes,Yes,15.6,5.6,15.2,12.2,45.4,4.1,2011-06-06,2020-08-21,2018-06-29,14.0,5.0,4.0,2.0,0.0,0.0,,,,,,,,Kawartha Lakes,3516010.0,44.344764700000006,-78.7610205
0.0,the maples home for seniors,THE MAPLES HOME FOR SENIORS,94 William Street South P.O. Box 400,Tavistock, N0B2R0,South West,For-Profit,43.0,No,Yes,Yes,Yes,19.2,1.5,12.3,0.0,42.0,6.3,2010-08-11,2020-10-01,2017-12-21,4.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,East Zorra-Tavistock,3532038.0,43.31755486,-80.83826132
0.0,caressant care woodstock nursing home,CARESSANT CARE WOODSTOCK NURSING HOME,81 Fyfe Avenue,Woodstock, N4S8Y2,South West,For-Profit,163.0,Yes,Yes,Yes,Yes,19.8,7.7,23.4,2.3,24.7,5.7,2010-08-25,2020-07-22,2018-10-23,35.0,15.0,11.0,21.0,10.0,8.0,,,,,,,,Woodstock,3532042.0,43.12334673,-80.74298547
0.0,carveth care centre,CARVETH CARE CENTRE,375 James Street,Gananoque, K7G2Z1,South East,For-Profit,104.0,No,Yes,Yes,Yes,6.9,3.2,13.0,2.0,31.0,5.0,2011-07-12,2020-07-24,2018-05-08,10.0,6.0,3.0,1.0,0.0,0.0,,,,,,,,Gananoque,3507024.0,44.33633895,-76.1592067
0.0,the bignucolo residence,THE BIGNUCOLO RESIDENCE,"c/o Chapleau General Hospital P. O. Box 757, 6 Broomhead Road",Chapleau, P0M1K0,North East,Non-Profit,18.0,Yes,Yes,No,Yes,54.1,0.0,26.5,2.4,21.5,6.9,2011-06-20,2020-08-05,2017-10-26,5.0,3.0,1.0,2.0,0.0,0.0,,,,,,,,Chapleau,3552092.0,47.841251,-83.414961
0.0,chartwell aylmer long term care residence,CHARTWELL AYLMER LONG TERM CARE RESIDENCE,465 Talbot Street West,Aylmer, N5H1K8,South West,For-Profit,64.0,No,Yes,No,Yes,12.8,0.8,9.6,0.0,19.0,8.9,2010-09-27,2020-10-21,2018-07-25,5.0,4.0,2.0,2.0,1.0,1.0,,,,,,,,Aylmer,3534011.0,42.77395085,-80.99760032
1.0,cawthra gardens,CAWTHRA GARDENS,590 Lolita Gardens,Mississauga, L5A4N8,Mississauga Halton,For-Profit,192.0,No,Yes,Yes,Yes,21.5,0.4,15.3,0.6,21.8,4.7,2010-11-17,2020-01-21,2018-09-06,10.0,6.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,2020-05-13,2020-07-24,2020-05-13,2020-05-27,Mississauga,3521005.0,43.59302306,-79.60362445
1.0,chartwell aurora long term care residence,CHARTWELL AURORA LONG TERM CARE RESIDENCE,32 Mill Street,Aurora, L4G2R9,Central,For-Profit,235.0,Yes,Yes,Yes,Yes,18.7,1.4,15.4,1.0,25.9,1.3,2010-08-18,2020-05-25,2018-01-11,6.0,5.0,2.0,0.0,0.0,0.0,11.0,32.0,8.0,2020-04-24,2020-04-29,2020-05-08,2020-05-27,Aurora,3519046.0,43.99779774,-79.47131474
1.0,chartwell ballycliffe long term care residence,CHARTWELL BALLYCLIFFE LONG TERM CARE RESIDENCE,70 Station Street,Ajax, L1S1R9,Central East,For-Profit,100.0,No,Yes,Yes,Yes,2.9,2.1,11.1,1.1,14.9,2.0,2010-09-10,2020-05-29,2018-01-30,19.0,5.0,2.0,2.0,0.0,0.0,33.0,53.0,31.0,2020-04-24,2020-04-24,2020-05-08,2020-06-15,Ajax,3518005.0,43.85095764,-79.02534179
0.0,chartwell bon air long term care residence,BON AIR LONG TERM CARE RESIDENCE,131 Laidlaw Street South,Cannington, L0E1E0,Central East,For-Profit,57.0,Yes,Yes,Yes,Yes,13.9,1.6,19.5,8.4,33.8,3.3,2010-11-24,2020-04-15,2017-11-24,7.0,5.0,4.0,0.0,0.0,0.0,,,,,,,,Brock,3518039.0,44.34590892,-79.03751134
1.0,chartwell brant centre long term care residence,CHARTWELL BRANT CENTRE LONG TERM CARE RESIDENCE,1182 Northshore Blvd. East,Burlington, L7S1C5,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,175.0,No,Yes,Yes,Yes,10.6,1.3,15.1,4.8,23.6,2.4,2010-10-05,2020-05-26,2017-10-11,6.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-05-16,2020-05-16,2020-05-16,2020-05-28,Burlington,3524002.0,43.31651571,-79.80381069
0.0,chartwell champlain long term care residence,CHAMPLAIN LONG TERM CARE RESIDENCE,428 Front Road West,L'Orignal, K0B1K0,Champlain,For-Profit,60.0,No,Yes,Yes,Yes,15.6,3.2,17.5,0.0,43.7,0.9,2011-10-25,2020-02-04,2018-06-22,12.0,8.0,6.0,2.0,2.0,2.0,,,,,,,,Champlain,3502010.0,45.62972163,-74.67048831
1.0,chartwell gibson long term care residence,CHARTWELL GIBSON LONG TERM CARE RESIDENCE,1925 Steeles Avenue East,North York, M2H2H3,Central,For-Profit,202.0,No,Yes,No,Yes,18.5,0.3,14.9,0.6,13.1,1.1,2010-12-13,2020-02-10,2018-08-20,7.0,5.0,4.0,0.0,0.0,0.0,9.0,35.0,10.0,2020-04-24,2020-05-20,2020-04-29,2020-05-28,Toronto,3520005.0,43.80765981,-79.37379369
1.0,chartwell pine grove long term care residence,CHARTWELL PINE GROVE LONG TERM CARE RESIDENCE,8403 Islington Avenue North,Woodbridge, L4L1X3,Central West,For-Profit,96.0,Yes,Yes,Yes,Yes,21.1,2.2,18.2,0.6,21.3,1.8,2011-07-25,2020-06-29,2018-07-04,7.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2020-04-24,2020-04-24,2020-04-24,2020-06-09,Vaughan,3519028.0,43.797729,-79.58431476
1.0,chartwell royal oak long term care residence,CHARTWELL ROYAL OAK LONG TERM CARE RESIDENCE,1750 Division Road North,Kingsville, N9Y4G7,Erie St. Clair,For-Profit,160.0,No,Yes,Yes,Yes,17.2,2.7,20.7,0.0,30.0,8.0,2010-08-23,2020-10-28,2018-09-13,21.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,2020-05-24,2020-05-24,2020-05-24,2020-06-06,Kingsville,3537013.0,42.0501946,-82.7375796
1.0,chartwell trilogy long term care residence,CHARTWELL TRILOGY LONG TERM CARE RESIDENCE,340 McCowan Road,Scarborough, M1J3P4,Central East,For-Profit,197.0,Yes,Yes,Yes,Yes,23.2,1.5,9.9,0.2,23.8,0.4,2011-06-15,2020-05-26,2018-07-23,10.0,9.0,8.0,3.0,2.0,1.0,0.0,0.0,1.0,2020-05-13,2020-05-13,2020-05-13,2020-05-26,Toronto,3520005.0,43.73848531,-79.23864245
1.0,chartwell waterford long term care residence,CHARTWELL WATERFORD LONG TERM CARE RESIDENCE,2140 Baronwood Drive,Oakville, L6M4V6,Mississauga Halton,For-Profit,168.0,No,Yes,Yes,Yes,19.0,2.8,22.2,3.1,28.1,1.6,2010-08-24,2020-10-13,2018-04-24,16.0,9.0,6.0,3.0,1.0,1.0,0.0,1.0,1.0,2020-04-24,2020-05-02,2020-04-24,2020-05-18,Oakville,3524001.0,43.42715623,-79.76303438
1.0,chartwell wenleigh long term care residence,CHARTWELL WENLEIGH LONG TERM CARE RESIDENCE,2065 Leanne Boulevard,Mississauga, L5K2L6,Mississauga Halton,For-Profit,161.0,No,Yes,Yes,Yes,21.2,1.4,13.8,6.5,11.6,3.9,2010-11-16,2019-12-09,2017-07-06,10.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2020-05-21,2020-05-21,2020-05-21,2020-06-04,Mississauga,3521005.0,43.52485635,-79.65178876
1.0,chartwell westbury long term care residence,CHARTWELL WESTBURY LONG TERM CARE RESIDENCE,495 The West Mall,Etobicoke, M9C5S3,Mississauga Halton,For-Profit,187.0,No,Yes,Yes,Yes,15.4,1.1,10.5,0.0,8.8,5.9,2010-10-28,2020-11-03,2017-10-24,6.0,3.0,2.0,0.0,0.0,0.0,22.0,63.0,26.0,2020-04-24,2020-05-14,2020-05-14,2020-06-04,Toronto,3520005.0,43.64832328,-79.56767874
1.0,chartwell westmount long term care residence,CHARTWELL WESTMOUNT LONG TERM CARE RESIDENCE,200 David Bergey Drive,Kitchener, N2E3Y4,Waterloo Wellington,For-Profit,160.0,No,Yes,Yes,Yes,16.8,1.4,19.0,0.9,23.8,4.1,2010-08-23,2020-07-17,2017-12-27,13.0,8.0,6.0,3.0,2.0,2.0,0.0,1.0,1.0,2020-05-10,2020-05-10,2020-05-13,2020-04-24,Kitchener,3530013.0,43.40613299,-80.51775782
1.0,chartwell white eagle long term care residence,CHARTWELL WHITE EAGLE LONG TERM CARE RESIDENCE,138 Dowling Avenue,Toronto, M6K3A6,Toronto Central,For-Profit,56.0,Yes,Yes,Yes,Yes,16.2,1.5,16.1,0.0,16.7,3.0,2011-10-18,2020-07-08,2018-10-17,3.0,2.0,1.0,0.0,0.0,0.0,12.0,26.0,9.0,2020-04-24,2020-05-09,2020-05-09,2020-06-06,Toronto,3520005.0,43.63717128,-79.4392265
0.0,chartwell willowgrove long term care residence,CHARTWELL WILLOWGROVE LONG TERM CARE RESIDENCE,1217 Old Mohawk Road,Ancaster, L9K1P6,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,169.0,No,Yes,Yes,Yes,20.7,1.2,18.3,5.7,28.1,2.5,2010-12-14,2020-11-17,2018-07-19,11.0,7.0,4.0,4.0,1.0,0.0,,,,,,,,Hamilton,3525005.0,43.23324649,-79.93527582
1.0,chartwell woodhaven long term care residence,CHARTWELL WOODHAVEN LONG TERM CARE RESIDENCE,380 Church Street,Markham, L6B1E1,Central,For-Profit,192.0,Yes,No,Yes,Yes,20.7,2.5,13.8,1.1,19.8,2.7,2010-08-17,2020-10-08,2018-10-01,12.0,7.0,3.0,7.0,4.0,2.0,0.0,1.0,1.0,2020-04-24,2020-04-30,2020-05-01,2020-05-26,Markham,3519036.0,43.88586653,-79.23093356
1.0,chartwell wynfield long term care residence,CHARTWELL WYNFIELD LONG TERM CARE RESIDENCE,451 Woodmount Drive,Oshawa, L1G8E3,Central East,For-Profit,172.0,No,Yes,Yes,Yes,23.4,2.4,21.0,1.3,36.2,2.2,2011-01-20,2020-02-27,2017-05-29,12.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,2020-05-14,2020-05-15,2020-05-14,2020-05-26,Oshawa,3518013.0,43.94673256,-78.87267965
1.0,chartwell elmira long term care residence,CHARTWELL ELMIRA LONG TERM CARE RESIDENCE,11 Herbert Street,Elmira, N3B2B8,Waterloo Wellington,For-Profit,48.0,No,Yes,No,Yes,12.1,2.5,17.0,0.0,28.8,10.0,2011-10-13,2020-06-25,2017-11-06,4.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2020-04-28,2020-04-28,2020-04-28,2020-05-07,Woolwich,3530035.0,43.60150562,-80.56368125
0.0,chartwell lancaster long term care residence,LANCASTER LONG TERM CARE RESIDENCE,105 Military Road North P.O. Box 429,Lancaster, K0C1N0,Champlain,For-Profit,60.0,No,Yes,Yes,Yes,29.7,0.6,21.7,3.9,31.6,4.1,2011-10-26,2020-03-11,2017-09-14,6.0,4.0,2.0,0.0,0.0,0.0,,,,,,,,South Glengarry,3501005.0,45.14626646,-74.50391692
0.0,chartwell london long term care residence,CHARTWELL LONDON LONG TERM CARE RESIDENCE,2000 Blackwater Road,London, N5X4K6,South West,For-Profit,95.0,No,Yes,No,Yes,3.1,0.9,11.4,4.6,23.7,2.7,2010-07-20,2020-11-05,2018-05-24,8.0,7.0,5.0,0.0,0.0,0.0,,,,,,,,London,3539036.0,43.04406869,-81.26074922
0.0,chartwell niagara long term care residence,NIAGARA LONG TERM CARE RESIDENCE,120 Wellington Street P.O. Box 985,Niagara-On-The-Lake, L0S1J0,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,124.0,No,Yes,Yes,Yes,18.2,4.0,17.1,3.3,25.3,5.6,2010-09-15,2020-03-03,2018-01-29,6.0,6.0,5.0,1.0,1.0,1.0,,,,,,,,Niagara-on-the-Lake,3526047.0,43.2549638,-79.0657413
0.0,chartwell parkhill long term care residence,CHARTWELL PARKHILL LONG TERM CARE RESIDENCE,250 Tain Street P.O. Box 129,Parkhill, N0M2K0,South West,For-Profit,59.0,No,Yes,No,Yes,13.4,2.6,14.8,1.0,37.1,3.6,2010-10-19,2020-09-11,2018-01-30,7.0,7.0,5.0,3.0,3.0,3.0,,,,,,,,North Middlesex,3539041.0,43.15701009,-81.68166257
0.0,queen's garden,QUEEN'S GARDEN,80 Queen Street North,Hamilton, L8R3P6,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,128.0,No,Yes,Yes,Yes,20.0,3.0,14.0,1.7,16.5,5.2,2010-08-13,2020-06-08,2018-08-08,8.0,6.0,5.0,4.0,2.0,2.0,,,,,,,,Hamilton,3525005.0,43.26115109,-79.87697411
1.0,regina gardens,REGINA GARDENS,536 Upper Paradise Road,Hamilton, L9C5E3,Hamilton Niagara Haldimand Brant (Hnhb),Non-Profit,128.0,No,Yes,Yes,Yes,9.2,2.3,14.6,0.4,39.7,3.4,2010-10-19,2020-01-13,2018-08-13,9.0,5.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,2020-05-07,2020-05-07,2020-05-07,2020-05-19,Hamilton,3525005.0,43.23102399,-79.91358922
1.0,villa forum,VILLA FORUM,175 Forum Drive,Mississauga, L4Z4E5,Mississauga Halton,Non-Profit,160.0,No,Yes,Yes,Yes,8.3,0.5,8.6,0.0,28.8,0.4,2010-10-22,2020-10-08,2018-02-15,6.0,5.0,3.0,2.0,2.0,1.0,10.0,38.0,20.0,2020-04-24,2020-04-28,2020-04-29,2020-05-23,Mississauga,3521005.0,43.61180807,-79.65152977
1.0,clarion nursing home,CLARION NURSING HOME,337 Highway #8,Stoney Creek, L8G1E7,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,100.0,No,Yes,Yes,Yes,26.6,2.9,4.7,0.0,25.4,2.7,2011-01-10,2020-01-21,2018-05-29,8.0,6.0,1.0,3.0,1.0,0.0,0.0,,,,,,2020-04-24,Hamilton,3525005.0,43.22037979,-79.72817146
0.0,good samaritan nursing home,GOOD SAMARITAN NURSING HOME,481 Victoria Street East,Alliston, L9R1J8,Central,For-Profit,64.0,No,Yes,No,Yes,15.4,7.1,20.8,0.0,25.9,2.3,2011-11-29,2020-10-05,2017-12-21,5.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,New Tecumseth,3543007.0,44.15888285,-79.84546178
1.0,collingwood nursing home,COLLINGWOOD NURSING HOME,250 Campbell Street,Collingwood, L9Y4J9,North Simcoe Muskoka,For-Profit,64.0,No,Yes,Yes,No,45.9,7.2,14.7,19.0,29.9,3.2,2011-03-17,2020-09-30,2018-01-04,13.0,12.0,4.0,6.0,6.0,0.0,0.0,1.0,0.0,2020-05-14,2020-05-14,2020-05-14,2020-05-28,Collingwood,3543031.0,44.48264419,-80.22895893
0.0,the palace,THE PALACE,92 Centre Street,Alexandria, K0C1A0,Champlain,For-Profit,70.0,No,Yes,Yes,Yes,26.4,2.6,33.2,2.0,24.9,3.5,2011-10-13,2020-10-05,2017-10-04,18.0,16.0,4.0,0.0,0.0,0.0,,,,,,,,North Glengarry,3501050.0,45.31136778,-74.63263588
1.0,billings court manor,BILLINGS COURT MANOR,3700 Billings Court,Burlington, L7N3N6,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,160.0,No,Yes,Yes,Yes,24.8,3.5,21.2,3.6,43.5,3.3,2010-08-10,2020-10-29,2018-05-04,8.0,8.0,6.0,3.0,3.0,2.0,1.0,1.0,0.0,2020-06-19,2020-06-19,2020-06-19,2020-07-21,Burlington,3524002.0,43.36439192,-79.78777539
