,HCC_CODE,FACILITY_NAME,HLTH_AUTH,OWNERSHIP,STREET_ADDRESS,CITY,POSTAL,PHONE,OPERATOR_NAME,OPEN_DATE,COUNCIL,MEETINGS_HELD,PARKING_COSTS,REGULATION,ACCRED_STATUS,ACCRED_EXPIRY,COMPLAINT_CONTACT,COMPLAINT_PHONE,SPENDING_ACCOUNT,FOOD_SERVICE,FOOD_PREP,FOOD_COST_LASTYR,FOOD_COST_CURRENTYR,LANGUAGES,DCH_NURSE_LASTYR,DCH_ALLIED_LASTYR,DCH_TOTAL_LASTYR,DCH_NURSE_CURRENTYR,DCH_ALLIED_CURRENTYR,DCH_TOTAL_CURRENTYR,FEES_CABLE,FEES_TELE,FEES_INTERNET,FEES_OTHER,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,ADVERSE_EVENT,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,WEBPAGE,SURVEY_URL,MISSING_SURVEY,CONTRACTED_NURSING,CONTRACTED_CARE_AIDES,CONTRACTED_HOUSEKEEPING,CONTRACTED_PLANT,PER_DIEM_LASTYR,PER_DIEM_CURRENTYR,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude,address,location,point,geo_lat,geo_lon
202,9A667,Poplar Ridge Pavilion - Kootenay Boundary Hospital,Interior Health,HA,1200 Hospital Bench,Trail,V1R4M1,(250) 364-3488,Interior Health,1972,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,September 2019,Residential Care Coordinator / Social Worker,(250) 364-3491,Yes,Operator,Primarily,$7.74,$8.36,"English, Italian, Filipino, Portuguese",2.84,0.36,3.2,2.89,0.36,3.25,No,No,No,"hairdresser, foot care",0,49,49,5,14,4,0,0,2,3,0,0,0,0,0,0,4.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,not applicable,87,67.4%,63.2%,4.5%,287,25.4%,58.5%,26.3%,56.1%,3.9%,2.8,49.3%,0.62,20.0%,49.3%,20.5%,67.3%,17.9%,8.8%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Poplar%20Ridge%20Pavilion,https://surveybcseniors.org/carehomeresults/poplar-ridge-pavilion-kooteney-boundary-hospital-iha/,,No,No,No,No,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,poplar ridge pavilion - kootenay boundary hospital,,,,,,,,,,,,,,,49.1035546,-117.7011867,"1200 Hospital Bench, Trail, British Columbia, Canada","Hospital Bench, Trail, Regional District of Kootenay Boundary, British Columbia, V1R 4L9, Canada","(49.1035546, -117.7011867, 0.0)",49.1035546,-117.7011867
203,9A5C6,Purdy Pavilion - UBC Hospital,Vancouver Coastal Health,HA,2221 Wesbrook Mall,Vancouver,V6T1Z9,(604) 822-7121,Vancouver Coastal Health,1977,"Resident Council, Family Council",Regular Schedule,Yes (Reduced rate),Hospital Act,Accredited,September 2020,Manager,(604) 822-7289,Yes,Outside Contractor,Yes,$7.92,$8.07,English,3.05,0.31,3.36,3.13,0.3,3.43,No,No,No,,0,199,199,23,0,60,1,0,0,0,2,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,not applicable,81,55.1%,44.3%,9.2%,760,16.1%,45.5%,43.1%,44.7%,5.1%,2.4,55.3%,0.62,34.7%,19.6%,6.9%,47.0%,33.3%,13.6%,https://purdypavilion.weebly.com/,https://surveybcseniors.org/carehomeresults/purdy-pavilion-vcha/,,,,,,,,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,purdy pavilion - ubc hospital,,,,,,,,,,,,,,,49.2632866,-123.24586939010035,"2221 Wesbrook Mall, Vancouver, British Columbia, Canada","Purdy Pavilion, 2221, Wesbrook Mall, University Endowment Lands, Metro Vancouver Regional District, British Columbia, V6T 2B5, Canada","(49.2632866, -123.24586939010035, 0.0)",49.2632866,-123.24586939010035
205,9A5GG,Queen's Park Care Centre,Fraser Health,HA,315 McBride Blvd.,New Westminster,V3L5E8,(604) 520-0911,Fraser Health,1977,"Resident Council, Family Council",Regular Schedule,Yes (fee charged),Hospital Act,Unknown,not available,Residential Care Coordinator / Manager,(604) 517-8694 / (604) 517-8612/(604) 517-8682/(604) 517-8670,Yes,Operator,Yes,$7.14,$7.07,"English, Tagalog, Punjabi, Cantonese, Spanish, Romanian, German",3.19,0.34,3.52,3.19,0.34,3.53,No,No,No,,0,148,148,14,2,32,0,0,0,2,4,0,0,0,2,0,0.0,1.4,2.7,0.0,0.0,0.0,1.4,0.0,not applicable,84,64.1%,58.6%,9.6%,548,11.8%,38.7%,22.0%,51.8%,6.0%,2.7,50.3%,0.58,2.5%,20.0%,2.3%,36.7%,13.2%,7.1%,https://www.qphf.org/the-centre/,https://surveybcseniors.org/carehomeresults/queens-park-fha/,,No,No,Yes,No,,,1.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,queen's park care centre,,,,,,,,,,,,,,,49.2158542,-122.9036695,"315 McBride Blvd., New Westminster, British Columbia, Canada","McBride Boulevard, Victory Heights, Queens Park, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 4G6, Canada","(49.2158542, -122.9036695, 0.0)",49.2158542,-122.9036695
206,9A773,R. W. Large Memorial Hospital,Vancouver Coastal Health,HA,88 Waglisla Street,Bella Bella,V0T1Z0,(250) 957-2314,Vancouver Coastal Health,1980,No Councils,,Yes (no fee),Hospital Act,Accredited,September 2020,"Manager, Clinical Services",(250) 957-2314x231,Yes,Operator,Yes,$14.93,$14.91,English,,,,,,,Yes,No,Yes,,0,7,7,7,0,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,not applicable,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,http://www.vch.ca/locations-services/result?res_id=141,,Residential care survey results for facilities with fewer than 10 respondents are not accessible.,Yes,No,No,No,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,r. w. large memorial hospital,,,,,,,,,,,,,,,52.1612112,-128.14331958433718,"88 Waglisla Street, Bella Bella, British Columbia, Canada","R.W. Large Memorial Hospital, 88, Waglisla Street, Area B (Bella Bella), Central Coast Regional District, British Columbia, V0T 1Z0, Canada","(52.1612112, -128.14331958433718, 0.0)",52.1612112,-128.14331958433718
210,99BGD,Richmond Lions Manor,Vancouver Coastal Health,HA,9020 Bridgeport Road,Richmond,V6X1S1,(604) 675-2590,Vancouver Coastal Health,2014,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,September 2020,Resident Care Coordinator,(604) 366-3786,Yes,Outside Contractor,Yes,$8.17,$8.33,"English, Cantonese, Mandarin, Tagalog, Spanish, Punjabi, Hindi, French, Italian, Korean, Japanese",2.71,0.27,2.98,2.71,0.32,3.03,No,No,No,,0,93,93,49,22,0,1,1,0,0,10,0,0,1,0,0,0.0,0.0,10.8,0.0,0.0,1.1,0.0,0.0,not applicable,87,72.0%,63.1%,2.5%,"1,094",18.0%,21.8%,37.8%,58.2%,8.8%,2.2,59.5%,0.61,37.1%,10.9%,43.9%,40.5%,29.5%,3.2%,http://www.vch.ca/locations-services/result?res_id=44,https://surveybcseniors.org/carehomeresults/richmond-lions-manor-bridgeport-vcha/,,,,,,,,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,richmond lions manor,1419.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V7E3M4,richmond,bc,,Richmond,,59.0,49.1914932,-123.1252982423324,"9020 Bridgeport Road, Richmond, British Columbia, Canada","9020, Bridgeport Road, Bridgeport, Golden Village, Richmond, Metro Vancouver Regional District, British Columbia, V6X 1R9, Canada","(49.1914932, -123.1252982423324, 0.0)",49.1914932,-123.1252982423324
212,9A4J6,Ridgewood Lodge - Princeton General Hospital,Interior Health,HA,98 Ridgewood Drive,Princeton,V0X1W0,(250) 295-3211,Interior Health,1980,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,September 2019,Assistant Manager / Administrator,(250) 295-4460,Yes,Operator,Yes,$8.19,$8.94,English,2.83,0.4,3.23,2.85,0.4,3.25,No,No,No,,0,37,37,33,2,0,1,0,0,0,4,0,0,0,1,0,0.0,0.0,10.8,0.0,0.0,0.0,2.7,0.0,not applicable,84,59.2%,52.0%,1.7%,404,27.7%,22.7%,27.7%,67.4%,9.9%,3.1,38.3%,0.56,38.3%,15.6%,7.8%,41.1%,17.7%,12.3%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Ridgewood%20Lodge,,Residential care survey results for facilities with fewer than 10 respondents are not accessible.,No,No,No,No,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ridgewood lodge - princeton general hospital,,,,,,,,,,,,,,,49.45459015,-120.52645140910022,"98 Ridgewood Drive, Princeton, British Columbia, Canada","Princeton General Hospital, 98, Ridgewood Drive, Princeton, Regional District of Okanagan-Similkameen, British Columbia, V0X 1W0, Canada","(49.45459015, -120.52645140910022, 0.0)",49.45459015,-120.52645140910022
213,92D60,Rocky Mountain Village,Interior Health,PFP,55 Cokato Road,Fernie,V0B1M4,(250) 423-4214,Golden Life Management Corp,2004,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Unknown,not available,Community Manager,(250) 423-4214,Yes,Operator,Yes,$7.96,$8.66,English,2.8,0.35,3.15,2.94,0.35,3.29,No,No,No,,1,61,62,62,0,0,0,0,1,0,18,0,0,3,4,2,1.6,0.0,29.0,0.0,0.0,4.8,6.5,3.2,not applicable,83,63.1%,49.6%,4.4%,442,14.2%,15.6%,31.1%,67.6%,6.7%,3.4,25.3%,0.59,48.4%,88.0%,11.6%,48.0%,32.7%,13.0%,https://goldenlifemanagement.ca/index.php/villages/mountain-side-village/contact-8,https://surveybcseniors.org/carehomeresults/rocky-mountain-village-iha/,,No,No,No,No,$203.73,$211.40,5.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,rocky mountain village,,,,,,,,,,,,,,,49.4906726,-115.0647647,"55 Cokato Road, Fernie, British Columbia, Canada","Cokato Road, Fernie, Regional District of East Kootenay, British Columbia, V0B 1M7, Canada","(49.4906726, -115.0647647, 0.0)",49.4906726,-115.0647647
214,92CB0,Rose Wood Village,Interior Health,PFP,8125 Devito Drive,Trail,V1R4X9,(250) 364-3150,Golden Life Management Corp,2004,"Resident Council, Family Council",Scheduled as needed,Yes (no fee),Community Care & Assisted Living Act,Unknown,not available,Community Manager,(250) 364-3150,Yes,Operator,Yes,$10.15,$9.36,English,2.8,0.35,3.15,2.99,0.35,3.34,No,No,No,,1,45,46,45,0,0,2,1,0,3,6,0,0,0,1,1,0.0,6.5,13.0,0.0,0.0,0.0,2.2,2.2,not applicable,81,58.0%,57.0%,14.0%,362,22.4%,23.4%,37.5%,44.8%,5.2%,1.8,62.0%,0.63,26.0%,4.2%,1.6%,49.0%,20.4%,5.6%,https://goldenlifemanagement.ca/index.php/villages/rose-wood-village/overview-9,https://surveybcseniors.org/carehomeresults/rose-wood-village-iha/,,No,No,No,No,$209.02,$218.33,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,rose wood village,,,,,,,,,,,,,,,49.0957762,-117.641763,"8125 Devito Drive, Trail, British Columbia, Canada","Devito Drive, Trail, Regional District of Kootenay Boundary, British Columbia, V1R 4N7, Canada","(49.0957762, -117.641763, 0.0)",49.0957762,-117.641763
219,917JC,Royal Ascot Care Centre,Vancouver Coastal Health,PFP,2455 East Broadway,Vancouver,V5M1Y1,(604) 254-5559,Royal Ascot Care Centre Ltd.,1995,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Not Accredited,not applicable,Administrator,(604) 254-5559x228,Yes,Outside Contractor,Yes,$7.54,$7.78,"English, Punjabi, Tagalog, Cantonese, Vietnamese",2.87,0.24,3.11,2.96,0.24,3.2,No,No,No,,2,80,82,64,9,0,1,0,1,0,9,0,0,2,1,1,1.2,0.0,11.0,0.0,0.0,2.4,1.2,1.2,not applicable,85,74.5%,60.7%,3.4%,708,36.6%,31.5%,32.7%,68.5%,6.5%,3.1,37.2%,0.56,0.3%,0.0%,3.0%,54.8%,9.3%,0.0%,https://royalascot.ca/,https://surveybcseniors.org/carehomeresults/royal-ascot-care-centre-vcha/,,RN - No; LPN - Yes,Yes,Yes,Yes,$222.42,$232.11,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,royal ascot care centre,1447.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V5M1Y1,vancouver,bc,,Vancouver,,59.0,49.26239535,-123.0555417,"2455 East Broadway, Vancouver, British Columbia, Canada","Royal Ascot Care Centre, 2455, East Broadway, Grandview-Woodland, Vancouver, Metro Vancouver Regional District, British Columbia, V5M, Canada","(49.26239535, -123.0555417, 0.0)",49.26239535,-123.0555417
226,9B65F,Simon Fraser Lodge,Northern Health,PFP,2410 Laurier Cres.,Prince George,V2M2B3,(250) 563-3413,Buron Healthcare,1986,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,October 2019,General Manager,(250) 563-3413 x 102,Yes,Operator,Yes,$6.70,$6.84,English,2.82,0.32,3.14,3.04,0.32,3.36,No,No,No,,0,130,130,130,0,0,,,2,0,4,0,0,1,1,2,1.5,0.0,3.1,0.0,0.0,0.8,0.8,1.5,not applicable,82,60.7%,43.5%,5.6%,"1,049",22.5%,18.1%,30.8%,65.4%,16.5%,2.9,44.0%,0.52,0.0%,1.6%,0.0%,50.0%,27.4%,8.9%,http://www.simonfraserlodge.ca/,https://surveybcseniors.org/carehomeresults/simon-fraser-lodge-nha/,,Yes,Yes,Yes,No,$216.98,$229.84,1.0,7.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,simon fraser lodge,,,,,,,,,,,,,,,53.9153784,-122.7642509,"2410 Laurier Cres., Prince George, British Columbia, Canada","2410, Laurier Crescent, College Heights, Prince George, Regional District of Fraser-Fort George, British Columbia, V2L 2Z1, Canada","(53.9153784, -122.7642509, 0.0)",53.9153784,-122.7642509
227,926I0,Simon K.Y. Lee Seniors Care Home,Vancouver Coastal Health,PNP,555 Carrall Street,Vancouver,V6B2J8,(604) 608-8800,S.U.C.C.E.S.S. Multi-Level Care Society,2001,"Resident Council, Family Council",Regular Schedule,Yes (fee charged),Community Care & Assisted Living Act,Unknown,not available,Manager,(604) 608-8810,Yes,Operator,Yes,$7.00,$7.00,"English, Cantonese, Mandarin",2.6,0.23,2.83,2.72,0.27,2.99,No,No,Yes,,4,110,114,104,5,0,2,1,0,0,6,0,1,0,2,1,0.0,0.0,5.3,0.0,0.9,0.0,1.8,0.9,not applicable,88,70.8%,72.9%,2.5%,"1,594",18.0%,36.7%,22.8%,67.2%,10.4%,3.1,37.0%,0.55,16.7%,0.2%,0.7%,33.0%,20.8%,6.5%,https://www.successbc.ca/eng/services/multi-level-care-society/simon-k-y-lee-seniors-care-home/,https://surveybcseniors.org/carehomeresults/s-u-c-c-e-s-s-simon-k-y-lee-seniors-care-home-vcha/,,No,No,Yes,Yes,$204.38,$210.26,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,simon k.y. lee seniors care home,,,,,,,,,,,,,,,49.2814788,-123.1043333,"555 Carrall Street, Vancouver, British Columbia, Canada","Carrall Street, Chinatown, Vancouver, Metro Vancouver Regional District, British Columbia, V6B 6E3, Canada","(49.2814788, -123.1043333, 0.0)",49.2814788,-123.1043333
228,98G52,Slocan Community Health Centre - The Pavillion,Interior Health,HA,401 Galena Ave,New Denver,V0G1S0,(250) 358-7911,Interior Health,1979,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,September 2019,Resident Care Coordinator / Manager,(250) 358-7911,Yes,Operator,Yes,$7.44,$7.84,English,2.91,0.3,3.21,2.91,0.3,3.21,No,No,Yes,"Transportation, specialty services",0,28,28,6,20,0,0,0,0,0,2,0,0,0,1,0,0.0,0.0,7.1,0.0,0.0,0.0,3.6,0.0,not applicable,87,64.1%,62.7%,2.6%,510,15.7%,25.9%,10.2%,64.8%,2.8%,4.1,25.0%,0.55,31.5%,0.0%,10.2%,49.1%,15.7%,0.0%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=The%20Pavilion,https://surveybcseniors.org/carehomeresults/slocan-community-health-centre-iha/,,No,No,No,No,,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,slocan community health centre - the pavillion,,,,,,,,,,,,,,,49.9843977,-117.3754623,"401 Galena Ave, New Denver, British Columbia, Canada","Galena Avenue, New Denver, Regional District of Central Kootenay, British Columbia, V0G 1S0, Canada","(49.9843977, -117.3754623, 0.0)",49.9843977,-117.3754623
230,990F2,Spring Valley Seniors Community,Interior Health,PFP,355 Terai Court,Kelowna,V1X5X6,(250) 979-6000,Park Place Seniors Living Inc.,1979,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Unknown,not available,Louise Johnson / Jenny Reink,(250) 979-6000,Yes,Outside Contractor,Yes,$6.79,$6.96,"English, German, Farsi, Spanish, Punjabi, Dutch, Tagalog",2.8,0.35,3.15,3.01,0.35,3.36,Yes,Yes,Yes,Clothing labelling fee,1,150,151,114,8,0,3,1,1,1,20,0,0,4,9,4,0.7,0.7,13.2,0.0,0.0,2.6,6.0,2.6,not applicable,86,61.5%,62.7%,4.6%,675,24.2%,21.7%,22.1%,69.5%,10.9%,2.9,42.2%,0.56,0.3%,27.2%,10.4%,43.3%,23.4%,3.8%,https://www.parkplaceseniorsliving.com/find-a-location/british-columbia/interior/spring-valley/,https://surveybcseniors.org/carehomeresults/spring-valley-care-centre-ltd-iha/,,Yes,Yes,Yes,Yes,$197.62,$207.58,3.0,9.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,spring valley seniors community,,,,,,,,,,,,,,,49.8855029,-119.416278,"355 Terai Court, Kelowna, British Columbia, Canada","355, Terai Court, Rutland, Dilworth Mountain, Kelowna, Regional District of Central Okanagan, British Columbia, V1X 4J2, Canada","(49.8855029, -119.416278, 0.0)",49.8855029,-119.416278
232,9A9FB,St. Michael's Centre,Fraser Health,PNP,7451 Sussex Avenue,Burnaby,V5J5C2,(604)-434-1323,St. Michael's Centre Hospital Society,1981,Resident & Family Council (combined),Regular Schedule,Yes (no fee),Hospital Act,Not Accredited,not applicable,Director of Care,(604) 412-2185,Yes,Operator,Yes,$7.10,$7.30,"Farsi, Urdu, Hindi, Punjabi, Sindhi, Mandarin, Spanish, Cantonese, Polish, English",2.96,0.38,3.34,2.96,0.38,3.34,No,No,Yes,,0,144,144,20,36,9,2,0,0,2,6,0,0,1,0,0,0.0,1.4,4.2,0.0,0.0,0.7,0.0,0.0,not applicable,84,63.5%,53.8%,3.0%,603,16.9%,41.0%,23.5%,59.4%,7.7%,2.0,64.6%,0.63,0.8%,43.3%,18.5%,45.6%,17.1%,15.3%,https://stmichaels.bc.ca/,http://surveybcseniors.org/carehomeresults/st-michaels-centre-fha/,,No,No,No,Yes,$216.26,$219.81,7.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,st. michael's centre,,,,,,,,,,,,,,,49.2157228,-123.0052424,"7451 Sussex Avenue, Burnaby, British Columbia, Canada","7451, Sussex Avenue, Fairways at Nelson, South Slope, Burnaby, Metro Vancouver Regional District, British Columbia, V5J 5C2, Canada","(49.2157228, -123.0052424, 0.0)",49.2157228,-123.0052424
233,9A587,St. Vincent's - Brock Fahrni Pavilion,Vancouver Coastal Health,PNP,4650 Oak St.,Vancouver,V6H4J4,(604) 806-9710,Providence Health Care Society,1980,Resident Council,Regular Schedule,Yes (fee charged),Hospital Act,Accredited,November 2021,Site-Operations Leader,(604) 806-9705,Yes,Outside Contractor,No,$8.69,$8.86,"English, Cantonese, Mandarin, Punjabi, Tagalog",2.92,0.27,3.19,2.92,0.29,3.21,No,No,No,"Haircuts, podiatry, lunch and coffee outings",0,148,148,12,8,30,0,0,0,0,5,0,0,0,0,1,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.7,not applicable,83,32.8%,55.1%,8.9%,741,25.7%,34.5%,30.4%,53.2%,4.9%,2.0,68.7%,0.59,1.4%,0.2%,0.7%,36.9%,16.5%,2.7%,http://www.providencehealthcare.org/hospitals-residences/st-vincents-brock-fahrni,https://surveybcseniors.org/carehomeresults/st-vincents-hospital-brock-fahrni-pavilion-vcha/,,No,No,Yes,No,,,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,st. vincent's - brock fahrni pavilion,,,,,,,,,,,,,,,49.2432438,-123.12301099560094,"4650 Oak St., Vancouver, British Columbia, Canada","Brock Fahrni Pavillion, 4650, Oak Street, South Cambie, Vancouver, Metro Vancouver Regional District, British Columbia, V6H 4J4","(49.2432438, -123.12301099560094, 0.0)",49.2432438,-123.12301099560094
234,9C05H,St. Vincent's - Langara,Vancouver Coastal Health,PNP,255 W 62nd Ave,Vancouver,V5X4V4,(604) 325-4116,Providence Health Care Society,1991,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,November 2021,Resident Care Manager,(604) 806-9755,Yes,Outside Contractor,Yes,$8.57,$8.74,"English, Hindi, Croatian, French, Punjabi, Italian, Mandarin, Spanish, Portuguese, Cantonese, Tagalog, Vietnamese",2.89,0.31,3.2,2.89,0.32,3.21,No,No,No,,0,197,197,17,8,41,0,0,1,0,12,0,1,4,0,3,0.5,0.0,6.1,0.0,0.5,2.0,0.0,1.5,not applicable,85,75.1%,56.0%,4.5%,"1,002",21.2%,40.5%,37.6%,55.7%,4.6%,2.2,62.0%,0.61,12.5%,4.3%,6.3%,31.8%,16.2%,3.9%,http://www.providencehealthcare.org/hospitals-residences/st-vincents-langara,https://surveybcseniors.org/carehomeresults/st-vincents-langara-vcha/,,No,No,Yes,No,,,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,st. vincent's - langara,,,,,,,,,,,,,,,49.2147869,-123.11081877119537,"255 W 62nd Ave, Vancouver, British Columbia, Canada","St. Vincent's Hospital Langara, 255, West 62nd Avenue, Sunset, Vancouver, Metro Vancouver Regional District, British Columbia, V5X, Canada","(49.2147869, -123.11081877119537, 0.0)",49.2147869,-123.11081877119537
239,92450,Sun Pointe Village,Interior Health,PNP,700 Rutland Road N,Kelowna,V1X7W8,(250) 491-1400,Baptist Housing,2000,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Unknown,not available,Administrator,(250) 491-1400x7 / (250) 878-3970,Yes,Outside Contractor,Yes,$7.14,$7.14,"English, German, Italian, Portuguese, Hungarian, Serbian, Bosnian, Croatian, Dutch",2.8,0.35,3.15,2.96,0.35,3.31,No,No,No,Hydro,0,100,100,100,0,0,0,0,2,3,8,1,0,3,5,0,2.0,3.0,8.0,1.0,0.0,3.0,5.0,0.0,not applicable,84,69.1%,56.2%,6.0%,984,35.9%,30.4%,45.2%,84.7%,10.4%,2.3,52.1%,0.57,0.0%,46.8%,2.2%,61.4%,25.7%,2.4%,https://www.baptisthousing.org/communities/sun-pointe-village-kelowna,https://surveybcseniors.org/carehomeresults/sun-pointe-village-iha/,,No,No,Yes,No,$206.48,$215.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sun pointe village,,,,,,,,,,,,,,,49.8958819,-119.3870785,"700 Rutland Road N, Kelowna, British Columbia, Canada","700, Rutland Road North, Rutland, Kelowna, Regional District of Central Okanagan, British Columbia, V1X 2M9, Canada","(49.8958819, -119.3870785, 0.0)",49.8958819,-119.3870785
241,98IDJ,Sunnybank Retirement Home,Interior Health,HA,6553 Park Drive,Oliver,V0H1T0,(250) 498-4951,Interior Health,1979,Resident & Family Council (combined),Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,September 2019,Manager,(250) 485-4951 (Directory options 1-1),Yes,Operator,Yes,$6.45,$7.72,"English, Punjabi, German",2.86,0.33,3.19,2.96,0.49,3.45,No,No,No,,0,51,51,51,0,0,0,0,1,0,10,0,0,0,2,0,2.0,0.0,19.6,0.0,0.0,0.0,3.9,0.0,not applicable,88,58.8%,74.6%,3.8%,565,29.0%,24.1%,17.3%,54.9%,3.1%,2.5,47.5%,0.57,22.8%,35.2%,6.8%,34.6%,21.0%,5.1%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Sunnybank%20Centre,https://surveybcseniors.org/carehomeresults/sunnybank-retirement-home-iha/,,No,No,No,No,,,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,sunnybank retirement home,,,,,,,,,,,,,,,49.18796645,-119.53956620008628,"6553 Park Drive, Oliver, British Columbia, Canada","Sunnybank Centre, 6553, Park Drive, Oliver, Regional District of Okanagan-Similkameen, British Columbia, V0H 1T0, Canada","(49.18796645, -119.53956620008628, 0.0)",49.18796645,-119.53956620008628
