,FACILITY_NAME,Number of dead,HCC_CODE,HLTH_AUTH,STREET_ADDRESS,CITY,POSTAL,PHONE,OPEN_DATE,COUNCIL,ACCRED_STATUS,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,outbreak_status,residents_council,family_council,accreditation,home_type,years_operating,facility_name,latitude,longitude
171,Monashee Mews,0.0,93D80,Interior Health,2165 Norris Avenue,Lumby,V0E2G5,(778) 473-0100,2013,"Resident Council, Family Council",Accredited,0,46,46,46,0,0,0,0,0,6,2,0,1,0,2,0,0,13,4.3,0,2.2,0,4.3,0,85,0.627,0.675,0.083,724,0.519,0.271,0.309,0.735,0.105,2.4,0.586,0.59,0.105,0.376,0.188,0.713,0.233,0.176,1.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no,yes,yes,yes,for-profit,7.0,monashee mews,50.2498936,-118.9617267
172,Morgan Place,0.0,926A0,Fraser Health,3288 156a St,Surrey,V3Z9T1,(604) 535-7328,2001,"Resident Council, Family Council",Accredited,13,128,141,111,5,0,0,0,0,0,4,0,0,0,0,0,0,0,2.8,0,0,0,0,0,90,0.554,0.753,0.011,458,0.237,0.331,0.251,0.671,0.103,2.6,0.492,0.6,0.389,0.634,0,0.57,0.138,0.091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,19.0,morgan place,49.062332,-122.790069
173,Mount Cartier Court - Queen Victoria Hospital,0.0,92JJ0,Interior Health,1200 Newlands Rd,Revelstoke,V0E2S1,(250) 814-2232,2006,"Resident Council, Family Council",Accredited,0,44,44,38,6,0,0,0,1,0,4,0,0,1,0,0,2.3,0,9.1,0,0,2.3,0,0,87,0.686,0.643,0.071,1045,0.268,0.345,0.315,0.732,0.065,3.1,0.387,0.61,0.077,0.107,0.095,0.607,0.158,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,14.0,mount cartier court - queen victoria hospital,50.9769146,-118.1847111
174,Mount Ida Mews,0.0,93D60,Interior Health,100 5th Avenue SE,Salmon Arm,V1E4H4,(250) 833-9623,2012,Resident & Family Council (combined),Accredited,1,131,132,72,0,0,1,0,0,3,10,0,0,0,1,0,0,2.3,7.6,0,0,0,0.8,0,86,0.621,0.558,0.023,837,0.361,0.084,0.239,0.739,0.206,2.3,0.545,0.56,0.042,0.197,0.035,0.565,0.13,0.115,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,yes,for-profit,8.0,mount ida mews,50.696003,-119.28418
175,Mount Saint Joseph Hospital,0.0,9A54J,Vancouver Coastal Health,3080 Prince Edward Street,Vancouver,V5T3N4,(604) 874-1141,2004,"Resident Council, Family Council",Accredited,0,99,99,16,8,17,0,0,1,0,8,0,0,0,0,0,1,0,8.1,0,0,0,0,0,88,0.728,0.723,0.017,1448,0.223,0.415,0.402,0.588,0.05,1.8,0.719,0.62,0.165,0.052,0.181,0.315,0.154,0.021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,non-profit,16.0,mount saint joseph hospital,49.257699,-123.096358
176,Mount St. Mary Hospital,0.0,9A6A6,Vancouver Island Health,861 Fairfield Rd.,Victoria,V8V5A9,(250) 480-3103,2003,Resident & Family Council (combined),Unknown,0,200,200,184,8,0,5,0,,,,,,,,,,,,,,,,,83,0.745,0.556,0.097,883,0.285,0.314,0.292,0.537,0.052,2.7,0.463,0.6,0.013,0.096,0.433,0.585,0.252,0.006,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,unknown,non-profit,17.0,mount st. mary hospital,48.4132064,-123.3446919
177,Mount Tolmie Hospital,0.0,9A5JC,Vancouver Island Health,3690 Richmond Rd.,Victoria,V8P4R6,(250) 370-5757,1964,"Resident Council, Family Council",Accredited,0,72,72,9,14,9,0,0,,,,,,,,,,,,,,,,,85,0.815,0.594,0.012,580,0.353,0.313,0.243,0.533,0.053,3.3,0.357,0.61,0.007,0.76,0.253,0.537,0.236,0.037,1.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,yes,health_authority,56.0,mount tolmie hospital,48.459924,-123.330454
178,Mountain Lake Seniors Community,0.0,92HIA,Interior Health,908 11th St,Nelson,V1L7A6,(250) 352-2600,2005,"Resident Council, Family Council",Unknown,7,85,92,92,0,0,1,1,0,4,5,0,0,0,1,0,0,4.3,5.4,0,0,0,1.1,0,84,0.655,0.595,0.081,980,0.262,0.145,0.255,0.679,0.1,3.3,0.317,0.57,0.034,0.003,0.007,0.407,0.253,0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,unknown,for-profit,15.0,mountain lake seniors community,49.5081403,-117.26611815013092
179,Mountain View Lodge - Lillooet Hospital and Health Centre,0.0,9A4E5,Interior Health,951 Murray St. ,Lillooet,V0K1V0,(250) 256-1312,1980,Resident & Family Council (combined),Accredited,0,22,22,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.5,0,0,87,0.723,0.66,0.039,1958,0.47,0.422,0.386,0.783,0.108,2.6,0.494,0.65,0.446,0.024,0,0.578,0.306,0.003,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,40.0,mountain view lodge - lillooet hospital and health centre,50.68929895,-121.93935595579316
180,Mountain View Manor - Delta Hospital,0.0,9A56E,Fraser Health,5800 Mountain View Boulevard,Delta,V4K3V6,(604) 940-3416 ext. 787340,,"Resident Council, Family Council",Unknown,0,92,92,12,4,18,0,0,0,0,3,0,0,0,1,0,0,0,3.3,0,0,0,1.1,0,90,0.646,0.736,0.011,911,0.115,0.447,0.281,0.453,0.05,1.7,0.725,0.58,0.216,0.63,0.015,0.379,0.22,0.036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,unknown,health_authority,,mountain view manor - delta hospital,49.085682399999996,-123.06125243089483
181,Mountainview Lodge - Kitimat General Hospital,0.0,9A630,Northern Health,920 Lahakas Blvd. S,Kitimat,V8C2S3,(250) 632-8357,2002,"Resident Council, Family Council",Accredited,0,36,36,32,2,0,,,0,0,1,0,0,0,0,0,0,0,2.8,0,0,0,0,0,82,0.736,0.459,0.05,,0.476,0.484,0.411,0.476,0.008,2.5,0.516,0.62,0,0.081,0,0.452,0.21,0.08,2.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,no,yes,yes,yes,health_authority,18.0,mountainview lodge - kitimat general hospital,54.0542737,-128.6552266
182,Mountainview Village,0.0,93240,Interior Health,1540 K.L.O. Road,Kelowna,V1W3P6,(250) 469-6935,2007,Resident & Family Council (combined),Accredited,0,90,90,90,0,0,0,0,0,0,11,0,0,1,12,0,0,0,12.2,0,0,1.1,13.3,0,84,0.618,0.598,0.053,782,0.204,0.196,0.349,0.715,0.153,2.9,0.347,0.59,0.011,0.102,0.003,0.53,0.429,0.068,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,no,yes,yes,yes,non-profit,13.0,mountainview village,49.8610063,-119.4565603
183,Nanaimo Seniors Village,0.0,9261A,Vancouver Island Health,6085 Uplands Drive,Nanaimo,V9V1T8,(250) 729-9524,2004,"Resident Council, Family Council",Accredited,16,134,150,150,0,0,4,1,0,0,13,0,0,3,4,13,0,0,8.7,0,0,2,2.7,8.7,85,0.672,0.617,0.051,906,0.284,0.28,0.319,0.558,0.082,3.4,0.261,0.57,0.016,0.043,0,0.405,0.377,0.163,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,16.0,nanaimo seniors village,49.236311,-124.03886
184,Nelson Jubilee Manor,0.0,98G4A,Interior Health,500 Beasley St West,Nelson,V1L6G9,(250) 352-7011,1979,"Resident Council, Family Council",Accredited,0,39,39,39,0,0,0,0,1,2,1,0,0,0,0,1,2.6,5.1,2.6,0,0,0,0,2.6,85,0.712,0.619,0.085,607,0.294,0.484,0.229,0.529,0.033,2.2,0.614,0.6,0.105,0,0.105,0.497,0.222,0.091,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,no,yes,yes,yes,health_authority,41.0,nelson jubilee manor,49.4795674,-117.2989961
185,Nicola Lodge,0.0,93GBA,Fraser Health,2240 Hawkins St.,Port Coquitlam,V3B0M2,(604) 945-0058,2016,,Unknown,18,212,230,0,0,0,4,1,2,1,25,0,0,2,6,0,0.9,0.4,10.9,0,0,0.9,2.6,0,84,0.586,0.561,0.043,620,0.189,0.118,0.184,0.609,0.07,1.7,0.805,0.58,0.164,0.554,0.027,0.416,0.125,0.04,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,no,unknown,for-profit,4.0,nicola lodge,49.255787,-122.737523
186,Noric House,0.0,98IF3,Interior Health,1400 Mission Rd,Vernon,V1T9C3,(250) 545-9167,1978,"Resident Council, Family Council",Accredited,0,85,85,85,0,0,0,0,1,0,19,0,0,3,2,1,1.2,0,22.4,0,0,3.5,2.4,1.2,85,0.744,0.595,0.025,599,0.405,0.399,0.26,0.775,0.092,2.3,0.615,0.64,0.343,0.595,0.524,0.698,0.253,0.076,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,42.0,noric house,50.251193,-119.282587
187,Normanna Rest Home,0.0,9C489,Fraser Health,7725-4th St,Burnaby,V3N5B6,(604) 522-5812,2000,"Resident Council, Family Council",Unknown,0,100,100,90,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,86,0.802,0.61,0.025,1142,0.273,0.349,0.206,0.628,0.161,2.9,0.388,0.6,0.135,0.495,0.008,0.448,0.259,0.094,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,unknown,non-profit,20.0,normanna rest home,49.22202645,-122.92761074114857
188,Northcrest Care Centre,0.0,9C5G2,Fraser Health,6771-120th Street,Delta,V4E2A7,(604) 597-7878,1994,Resident & Family Council (combined),Accredited,0,106,106,90,8,0,0,0,0,0,3,0,0,2,0,0,0,0,2.8,0,0,1.9,0,0,84,0.676,0.517,0.062,278,0.529,0.452,0.304,0.701,0.161,1.8,0.697,0.58,0.007,0.849,0.002,0.705,0.225,0.104,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,26.0,northcrest care centre,,
189,Northern Haida Gwaii Hospital and Health Centre,0.0,91F3C,Northern Health,2520 Harrison Avenue,Masset,V0T1M0,(250) 626-4700,2008,No Councils,Accredited,0,5,5,4,0,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,1.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,no,no,no,yes,health_authority,12.0,northern haida gwaii hospital and health centre,54.020576,-132.157074
190,Oak Bay Lodge,0.0,99D3D,Vancouver Island Health,2251 Cadboro Bay Rd.,Victoria,V8R5H3,(250) 370-6605,1972,In transition,Accredited,0,235,235,87,74,0,30,8,1,13,42,0,1,14,2,21,0.4,5.5,17.9,0,0.4,6,0.9,8.9,88,0.673,0.697,0.011,730,0.294,0.143,0.197,0.828,0.058,3.2,0.37,0.54,0.004,0.011,0.043,0.528,0.353,0.036,19.0,22.0,0.0,2.0,1.0,6.0,5.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,no,no,no,yes,health_authority,48.0,oak bay lodge,48.432936,-123.3138
191,Orchard Haven - South Similkameen Health Centre,0.0,9252A,Interior Health,700 3rd St,Keremeos,V0X1N0,(250) 499-3030,2000,"Resident Council, Family Council",Accredited,0,38,38,38,0,0,0,0,1,1,9,0,0,4,4,1,2.6,2.6,23.7,0,0,10.5,10.5,2.6,82,0.665,0.502,0.044,643,0.417,0.303,0.295,0.697,0.061,3.1,0.439,0.6,0.121,0.03,0.038,0.5,0.267,0.214,2.0,11.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,no,yes,yes,yes,health_authority,20.0,orchard haven - south similkameen health centre,49.2069196,-119.8315278
192,Overlander Residential Care,0.0,9A708,Interior Health,953 Southill Street,Kamloops,V2B7Z9,(250) 554-2323,1976,"Resident Council, Family Council",Accredited,0,183,183,35,14,30,0,0,4,0,17,0,0,5,9,2,2.2,0,9.3,0,0,2.7,4.9,1.1,81,0.683,0.426,0.09,726,0.373,0.505,0.364,0.676,0.096,2.5,0.499,0.62,0.217,0.444,0.173,0.599,0.373,0.083,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,44.0,overlander residential care,50.7037337,-120.3973241
193,Oyster Harbour Seniors Community,0.0,99G47,Vancouver Island Health,1127 4th Ave,Ladysmith,V9G1A6,(250) 245-3318,2007,"Resident Council, Family Council",Not Accredited,0,89,89,87,2,0,3,1,0,0,9,0,0,1,0,0,0,0,10.1,0,0,1.1,0,0,83,0.682,0.514,0.054,1144,0.175,0.186,0.257,0.701,0.088,3.1,0.407,0.55,0.023,0.003,0,0.427,0.17,0.005,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,no,yes,yes,no,for-profit,13.0,oyster harbour seniors community,48.9966463,-123.8287358
194,Parkside Care,0.0,9AI58,Northern Health,788 Ospika Boulevard,Prince George,V2M6Y2,(250) 563-1916,1983,"Resident Council, Family Council",Accredited,0,58,58,58,0,0,1,1,0,0,3,0,0,0,2,0,0,0,5.2,0,0,0,3.4,0,83,0.639,0.542,0.067,1032,0.283,0.313,0.325,0.699,0.024,3,0.367,0.57,0,0.831,0,0.494,0.299,0.098,1.0,5.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,37.0,parkside care,,
195,Parkview Place,0.0,98IEB,Interior Health,707 3rd Ave,Enderby,V0E1V0,(250) 838-2470,1995,"Resident Council, Family Council",Accredited,0,31,31,31,0,0,0,0,1,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,87,0.631,0.694,0.006,500,0.264,0.231,0.306,0.686,0.083,2.5,0.512,0.58,0,0.504,0,0.57,0.205,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,25.0,parkview place,50.5466217,-119.1407493
196,Peace Portal Seniors Village,0.0,9C47I,Fraser Health,15441 - 16th Avenue,Surrey,V4A8T8,(604) 535-2273,1986,"Resident Council, Family Council",Accredited,57,27,84,67,7,0,0,0,1,0,13,0,0,5,2,0,1.2,0,15.5,0,0,6,2.4,0,87,0.713,0.713,0.005,535,0.355,0.255,0.355,0.617,0.085,2.9,0.475,0.53,0.035,0.482,0,0.461,0.152,0.158,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,no,yes,yes,yes,for-profit,34.0,peace portal seniors village,49.031282,-122.7945296
197,Peace Villa,0.0,9BDGA,Northern Health,8407 112 Avenue,Fort St John,V1J0J5,(250) 774-8100,2012,Resident & Family Council (combined),Accredited,0,124,124,124,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,2.4,0,81,0.628,0.418,0.1,932,0.079,0.27,0.227,0.587,0.057,2.8,0.385,0.57,0,0.005,0.005,0.407,0.372,0.198,4.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,no,yes,yes,yes,health_authority,8.0,peace villa,56.256732,-120.81792
198,Piccadilly Seniors Community,0.0,931AA,Interior Health,821 10th Avenue SW,Salmon Arm,V1E1T2,(250) 804-1676,2007,Resident & Family Council (combined),Accredited,8,51,59,46,7,0,0,0,0,1,9,0,0,0,4,1,0,1.7,15.3,0,0,0,6.8,1.7,89,0.588,0.734,0.024,574,0.28,0.229,0.336,0.612,0.07,3.6,0.224,0.58,0,0,0,0.514,0.204,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,13.0,piccadilly seniors community,,
199,Pine Acres Home,0.0,9BDAH,Interior Health,1902 Pheasant Lane,Westbank,V4T2H4,(250) 768-7676,1984,"Resident Council, Family Council",Accredited,23,40,63,33,5,0,0,0,0,2,6,0,0,0,4,0,0,3.2,9.5,0,0,0,6.3,0,80,0.492,0.35,0.123,725,0.172,0.185,0.256,0.731,0.05,2.7,0.429,0.54,0.013,0.113,0.071,0.357,0.517,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,non-profit,36.0,pine acres home,49.839286,-119.59551
200,Pine Grove Seniors Community,0.0,9A9G2,Interior Health,313 Mcgowan Street,Kamloops,V2B2N8,(250) 376-5701,1981,"Resident Council, Family Council",Unknown,0,75,75,14,31,0,1,0,2,0,8,0,0,1,3,1,2.7,0,10.7,0,0,1.3,4,1.3,87,0.742,0.628,0.02,395,0.291,0.37,0.298,0.633,0.076,3.2,0.388,0.62,0.118,0.093,0,0.509,0.172,0.091,1.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,no,yes,yes,unknown,for-profit,39.0,pine grove seniors community,50.64479145,-120.34409980000001
201,Pinegrove Place,0.0,9AG59,Vancouver Coastal Health,11331 Mellis Drive,Richmond,V6X1L8,(604) 278-1296,1983,Resident & Family Council (combined),Accredited,0,76,76,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.3,0,0,0,0,0,84,0.586,0.574,0.04,1742,0.245,0.462,0.374,0.72,0.126,1.8,0.698,0.59,0.003,0.654,0.003,0.469,0.201,0.092,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,non-profit,37.0,pinegrove place,49.1867925,-123.0984471
202,Pleasant Valley Manor,0.0,9BJG5,Interior Health,3800 Patten Dr.,Armstrong,V0E1B2,(250) 546-4707,1995,"Resident Council, Family Council",Accredited,0,82,82,82,0,0,0,0,0,1,9,0,0,1,1,0,0,1.2,11,0,0,1.2,1.2,0,87,0.641,0.72,0.04,601,0.286,0.432,0.235,0.729,0.051,3,0.381,0.59,0.009,0.714,0,0.512,0.254,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,25.0,pleasant valley manor,50.4392858,-119.2079969
203,Point Grey Private Hospital,0.0,9995A,Vancouver Coastal Health,2423 Cornwall Avenue,Vancouver,V6K1B9,(604) 733-7133,1979,Resident Council,Not Accredited,5,67,72,31,20,0,0,0,1,0,2,0,0,0,0,1,1.4,0,2.8,0,0,0,0,1.4,86,0.604,0.643,0.004,749,0.305,0.297,0.271,0.751,0.126,3.6,0.29,0.59,0.033,0,0.011,0.558,0.247,0.327,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,no,no,for-profit,41.0,point grey private hospital,49.2724948,-123.1496031
204,Polson Residential Care - Vernon Jubilee Hospital,0.0,9A628,Interior Health,2101 32nd Street,Vernon,V1T5L2,(250) 558-1200,1980,"Resident Council, Family Council",Accredited,0,97,97,15,9,16,0,0,2,0,9,0,0,1,6,2,2.1,0,9.3,0,0,1,6.2,2.1,85,0.657,0.558,0.023,542,0.438,0.369,0.308,0.737,0.042,2.3,0.544,0.61,0.029,0.31,0.029,0.729,0.31,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,40.0,polson residential care - vernon jubilee hospital,,
205,Ponderosa Lodge,0.0,98FA9,Interior Health,425 Columbia St,Kamloops,V2C2T4,(250) 374-5671,1979,Family Council,Accredited,0,98,98,90,1,0,0,0,2,1,12,0,0,4,4,3,2,1,12.2,0,0,4.1,4.1,3.1,84,0.479,0.484,0.028,237,0.223,0.31,0.332,0.712,0.071,3.1,0.37,0.58,0.473,0,0.359,0.522,0.305,0.009,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,no,yes,yes,health_authority,41.0,ponderosa lodge,50.670828,-120.331933
206,Poplar Ridge Pavilion - Kootenay Boundary Hospital,0.0,9A667,Interior Health,1200 Hospital Bench,Trail,V1R4M1,(250) 364-3488,1972,"Resident Council, Family Council",Accredited,0,49,49,5,14,4,0,0,2,3,0,0,0,0,0,0,4.1,6.1,0,0,0,0,0,0,87,0.674,0.632,0.045,287,0.254,0.585,0.263,0.561,0.039,2.8,0.493,0.62,0.2,0.493,0.205,0.673,0.179,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,48.0,poplar ridge pavilion - kootenay boundary hospital,49.1035546,-117.7011867
207,Purdy Pavilion - UBC Hospital,0.0,9A5C6,Vancouver Coastal Health,2221 Wesbrook Mall,Vancouver,V6T1Z9,(604) 822-7121,1977,"Resident Council, Family Council",Accredited,0,199,199,23,0,60,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,81,0.551,0.443,0.092,760,0.161,0.455,0.431,0.447,0.051,2.4,0.553,0.62,0.347,0.196,0.069,0.47,0.333,0.136,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,43.0,purdy pavilion - ubc hospital,49.2632866,-123.24586939010035
208,Qualicum Manor,0.0,92EE0,Vancouver Island Health,124 Fourth Ave East,Qualicum Beach,V9K1N6,(250) 752-1262,2005,Resident & Family Council (combined),Unknown,22,37,59,34,13,0,4,1,0,2,3,0,0,0,2,0,0,3.4,5.1,0,0,0,3.4,0,89,0.913,0.758,0,1756,0.23,0.378,0.244,0.837,0.104,2.1,0.593,0.58,0.007,0.022,0,0.748,0.369,0.072,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,unknown,for-profit,15.0,qualicum manor,49.3449157,-124.4405245
209,Queen's Park Care Centre,0.0,9A5GG,Fraser Health,315 McBride Blvd.,New Westminster,V3L5E8,(604) 520-0911,1977,"Resident Council, Family Council",Unknown,0,148,148,14,2,32,0,0,0,2,4,0,0,0,2,0,0,1.4,2.7,0,0,0,1.4,0,84,0.641,0.586,0.096,548,0.118,0.387,0.22,0.518,0.06,2.7,0.503,0.58,0.025,0.2,0.023,0.367,0.132,0.071,1.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,no,yes,yes,unknown,health_authority,43.0,queen's park care centre,49.2158542,-122.9036695
210,R. W. Large Memorial Hospital,0.0,9A773,Vancouver Coastal Health,88 Waglisla Street,Bella Bella,V0T1Z0,(250) 957-2314,1980,No Councils,Accredited,0,7,7,7,0,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,no,no,no,yes,health_authority,40.0,r. w. large memorial hospital,52.1612112,-128.14331958433718
211,Rainbow Lodge,0.0,9315A,Northern Health,1000 Liard Drive,Prince George,V2M3Z3,(250) 645-6497,2012,"Resident Council, Family Council",Accredited,0,18,18,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.6,0,0,0,0,0,82,0.86,0.43,0,393,0.176,0.196,0.196,0.824,0.02,3.4,0.373,0.5,0,0.882,0,0.51,0.275,0.186,1.0,9.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,health_authority,8.0,rainbow lodge,49.2238303,-122.9332908
212,Renfrew Care Centre,0.0,9193F,Vancouver Coastal Health,1880 Renfrew Street,Vancouver,V5M3H9,(604) 255-7723,1996,"Resident Council, Family Council",Accredited,0,106,106,86,10,0,0,0,1,0,10,0,0,2,3,0,0.9,0,9.4,0,0,1.9,2.8,0,84,0.588,0.566,0.035,1050,0.159,0.424,0.394,0.749,0.092,3.1,0.412,0.57,0,0.65,0.005,0.29,0.247,0.066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,yes,yes,yes,for-profit,24.0,renfrew care centre,49.26786,-123.044
