facility_name,Number of dead,HCC_CODE,HLTH_AUTH,STREET_ADDRESS,CITY,POSTAL,PHONE,OPEN_DATE,COUNCIL,ACCRED_STATUS,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,outbreak_status,point,latitude_x,longitude_x,residents_council,family_council,accreditation,home_type,years_operating,source_facility_type,odhf_facility_type,provider,province,CSDname,Pruid
menno home,0.0,98H8D,Fraser Health,32910 Brundige Ave,Abbotsford,V2S1N2,(604) 853 -2411,1954,"Resident Council, Family Council",Accredited,0.0,196.0,196.0,186.0,5.0,0.0,2,0,0,0,20,0,1,1,1,0,0,0,10.2,0,0.5,0.5,0.5,0,87,0.641,0.628,0.022,780,0.224,0.151,0.239,0.818,0.166,3,0.443,0.56,0.059,0.843,0.044,0.58,0.123,0.036,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(39.3213973, -76.6940393, 0.0)",39.3213973,-76.69403929999999,yes,yes,yes,non-profit,66.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Abbotsford,59.0
minoru residence,0.0,9A5B4,Vancouver Coastal Health,7333 Gollner Avenue,Richmond,V6Y0J1,(604) 244-5300,1993,"Resident Council, Family Council",Accredited,0.0,250.0,250.0,70.0,90.0,0.0,0,0,2,0,14,0,0,0,0,0,0.8,0,5.6,0,0,0,0,0,84,0.583,0.572,0.055,1304,0.175,0.527,0.328,0.385,0.038,2.1,0.635,0.6,0.328,0.018,0.149,0.402,0.24,0.062,2.0,8.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,no,"(49.1687478, -123.1412217, 0.0)",49.16874779999999,-123.14122169999999,yes,yes,yes,health_authority,27.0,,,,,,
mission creek landing,0.0,98J5G,Interior Health,3081 Hall Rd,Kelowna,V1W2R5,(250) 860-2330,1979,"Resident Council, Family Council",Accredited,4.0,100.0,104.0,94.0,5.0,0.0,0,2,2,2,9,0,1,2,1,0,1.9,1.9,8.7,0,1,1.9,1,0,88,0.76,0.754,0.01,590,0.289,0.221,0.234,0.747,0.044,3.4,0.315,0.54,0.01,0.003,0.128,0.549,0.075,0.022,5.0,17.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,no,"(44.5267402, -64.6406394, 0.0)",44.5267402,-64.6406394,yes,yes,yes,for-profit,41.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Kelowna,59.0
monashee mews,0.0,93D80,Interior Health,2165 Norris Avenue,Lumby,V0E2G5,(778) 473-0100,2013,"Resident Council, Family Council",Accredited,0.0,46.0,46.0,46.0,0.0,0.0,0,0,0,6,2,0,1,0,2,0,0,13,4.3,0,2.2,0,4.3,0,85,0.627,0.675,0.083,724,0.519,0.271,0.309,0.735,0.105,2.4,0.586,0.59,0.105,0.376,0.188,0.713,0.233,0.176,1.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,no,"(34.2259924, -118.3685775, 0.0)",34.2259924,-118.36857749999999,yes,yes,yes,for-profit,7.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Lumby,59.0
morgan place,0.0,926A0,Fraser Health,3288 156a St,Surrey,V3Z9T1,(604) 535-7328,2001,"Resident Council, Family Council",Accredited,13.0,128.0,141.0,111.0,5.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,2.8,0,0,0,0,0,90,0.554,0.753,0.011,458,0.237,0.331,0.251,0.671,0.103,2.6,0.492,0.6,0.389,0.634,0,0.57,0.138,0.091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(49.0610103, -122.7888018, 0.0)",49.06101029999999,-122.78880179999999,yes,yes,yes,for-profit,19.0,,,,,,
mount ida mews,0.0,93D60,Interior Health,100 5th Avenue SE,Salmon Arm,V1E4H4,(250) 833-9623,2012,Resident & Family Council (combined),Accredited,1.0,131.0,132.0,72.0,0.0,0.0,1,0,0,3,10,0,0,0,1,0,0,2.3,7.6,0,0,0,0.8,0,86,0.621,0.558,0.023,837,0.361,0.084,0.239,0.739,0.206,2.3,0.545,0.56,0.042,0.197,0.035,0.565,0.13,0.115,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(35.18323539861331, -86.10885700484752, 0.0)",35.18323539861331,-86.10885700484751,yes,yes,yes,for-profit,8.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Salmon Arm,59.0
mountain lake seniors community,0.0,92HIA,Interior Health,908 11th St,Nelson,V1L7A6,(250) 352-2600,2005,"Resident Council, Family Council",Unknown,7.0,85.0,92.0,92.0,0.0,0.0,1,1,0,4,5,0,0,0,1,0,0,4.3,5.4,0,0,0,1.1,0,84,0.655,0.595,0.081,980,0.262,0.145,0.255,0.679,0.1,3.3,0.317,0.57,0.034,0.003,0.007,0.407,0.253,0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(42.720060636363634, -87.79062, 0.0)",42.720060636363634,-87.79061999999999,yes,yes,unknown,for-profit,15.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Nelson,59.0
mountainview village,0.0,93240,Interior Health,1540 K.L.O. Road,Kelowna,V1W3P6,(250) 469-6935,2007,Resident & Family Council (combined),Accredited,0.0,90.0,90.0,90.0,0.0,0.0,0,0,0,0,11,0,0,1,12,0,0,0,12.2,0,0,1.1,13.3,0,84,0.618,0.598,0.053,782,0.204,0.196,0.349,0.715,0.153,2.9,0.347,0.59,0.011,0.102,0.003,0.53,0.429,0.068,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,no,"(49.8610063, -119.4565603, 0.0)",49.8610063,-119.45656029999999,yes,yes,yes,non-profit,13.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Kelowna,59.0
nanaimo seniors village,0.0,9261A,Vancouver Island Health,6085 Uplands Drive,Nanaimo,V9V1T8,(250) 729-9524,2004,"Resident Council, Family Council",Accredited,16.0,134.0,150.0,150.0,0.0,0.0,4,1,0,0,13,0,0,3,4,13,0,0,8.7,0,0,2,2.7,8.7,85,0.672,0.617,0.051,906,0.284,0.28,0.319,0.558,0.082,3.4,0.261,0.57,0.016,0.043,0,0.405,0.377,0.163,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(45.4198905, -122.6973135, 0.0)",45.4198905,-122.6973135,yes,yes,yes,for-profit,16.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Nanaimo,59.0
nelson jubilee manor,0.0,98G4A,Interior Health,500 Beasley St West,Nelson,V1L6G9,(250) 352-7011,1979,"Resident Council, Family Council",Accredited,0.0,39.0,39.0,39.0,0.0,0.0,0,0,1,2,1,0,0,0,0,1,2.6,5.1,2.6,0,0,0,0,2.6,85,0.712,0.619,0.085,607,0.294,0.484,0.229,0.529,0.033,2.2,0.614,0.6,0.105,0,0.105,0.497,0.222,0.091,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,no,"(49.4786476, -117.2961492, 0.0)",49.4786476,-117.2961492,yes,yes,yes,health_authority,41.0,,,,,,
nicola lodge,0.0,93GBA,Fraser Health,2240 Hawkins St.,Port Coquitlam,V3B0M2,(604) 945-0058,2016,,Unknown,18.0,212.0,230.0,0.0,0.0,0.0,4,1,2,1,25,0,0,2,6,0,0.9,0.4,10.9,0,0,0.9,2.6,0,84,0.586,0.561,0.043,620,0.189,0.118,0.184,0.609,0.07,1.7,0.805,0.58,0.164,0.554,0.027,0.416,0.125,0.04,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(40.8466397, -73.7835421, 0.0)",40.846639700000004,-73.78354209999999,no,no,unknown,for-profit,4.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Port Coquitlam,59.0
noric house,0.0,98IF3,Interior Health,1400 Mission Rd,Vernon,V1T9C3,(250) 545-9167,1978,"Resident Council, Family Council",Accredited,0.0,85.0,85.0,85.0,0.0,0.0,0,0,1,0,19,0,0,3,2,1,1.2,0,22.4,0,0,3.5,2.4,1.2,85,0.744,0.595,0.025,599,0.405,0.399,0.26,0.775,0.092,2.3,0.615,0.64,0.343,0.595,0.524,0.698,0.253,0.076,1.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(40.063485, -76.278603, 0.0)",40.063485,-76.278603,yes,yes,yes,health_authority,42.0,,,,,,
normanna rest home,0.0,9C489,Fraser Health,7725-4th St,Burnaby,V3N5B6,(604) 522-5812,2000,"Resident Council, Family Council",Unknown,0.0,100.0,100.0,90.0,5.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,86,0.802,0.61,0.025,1142,0.273,0.349,0.206,0.628,0.161,2.9,0.388,0.6,0.135,0.495,0.008,0.448,0.259,0.094,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(40.7600532, -73.5226672, 0.0)",40.7600532,-73.5226672,yes,yes,unknown,non-profit,20.0,,,,,,
northcrest care centre,0.0,9C5G2,Fraser Health,6771-120th Street,Delta,V4E2A7,(604) 597-7878,1994,Resident & Family Council (combined),Accredited,0.0,106.0,106.0,90.0,8.0,0.0,0,0,0,0,3,0,0,2,0,0,0,0,2.8,0,0,1.9,0,0,84,0.676,0.517,0.062,278,0.529,0.452,0.304,0.701,0.161,1.8,0.697,0.58,0.007,0.849,0.002,0.705,0.225,0.104,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(30.2300213, -81.7488648, 0.0)",30.2300213,-81.74886479999999,yes,yes,yes,for-profit,26.0,,,,,,
oak bay lodge,0.0,99D3D,Vancouver Island Health,2251 Cadboro Bay Rd.,Victoria,V8R5H3,(250) 370-6605,1972,In transition,Accredited,0.0,235.0,235.0,87.0,74.0,0.0,30,8,1,13,42,0,1,14,2,21,0.4,5.5,17.9,0,0.4,6,0.9,8.9,88,0.673,0.697,0.011,730,0.294,0.143,0.197,0.828,0.058,3.2,0.37,0.54,0.004,0.011,0.043,0.528,0.353,0.036,19.0,22.0,0.0,2.0,1.0,6.0,5.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,no,"(48.4338079, -123.3131831, 0.0)",48.4338079,-123.3131831,no,no,yes,health_authority,48.0,,,,,,
orchard haven - south similkameen health centre,0.0,9252A,Interior Health,700 3rd St,Keremeos,V0X1N0,(250) 499-3030,2000,"Resident Council, Family Council",Accredited,0.0,38.0,38.0,38.0,0.0,0.0,0,0,1,1,9,0,0,4,4,1,2.6,2.6,23.7,0,0,10.5,10.5,2.6,82,0.665,0.502,0.044,643,0.417,0.303,0.295,0.697,0.061,3.1,0.439,0.6,0.121,0.03,0.038,0.5,0.267,0.214,2.0,11.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,no,"(33.917456, -98.495065, 0.0)",33.917456,-98.495065,yes,yes,yes,health_authority,20.0,,,,,,
overlander residential care,0.0,9A708,Interior Health,953 Southill Street,Kamloops,V2B7Z9,(250) 554-2323,1976,"Resident Council, Family Council",Accredited,0.0,183.0,183.0,35.0,14.0,30.0,0,0,4,0,17,0,0,5,9,2,2.2,0,9.3,0,0,2.7,4.9,1.1,81,0.683,0.426,0.09,726,0.373,0.505,0.364,0.676,0.096,2.5,0.499,0.62,0.217,0.444,0.173,0.599,0.373,0.083,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(50.7037337, -120.3973241, 0.0)",50.70373370000001,-120.39732409999999,yes,yes,yes,health_authority,44.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Kamloops,59.0
oyster harbour seniors community,0.0,99G47,Vancouver Island Health,1127 4th Ave,Ladysmith,V9G1A6,(250) 245-3318,2007,"Resident Council, Family Council",Not Accredited,0.0,89.0,89.0,87.0,2.0,0.0,3,1,0,0,9,0,0,1,0,0,0,0,10.1,0,0,1.1,0,0,83,0.682,0.514,0.054,1144,0.175,0.186,0.257,0.701,0.088,3.1,0.407,0.55,0.023,0.003,0,0.427,0.17,0.005,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,no,"(34.71396969535808, -112.01488348810007, 0.0)",34.713969695358074,-112.01488348810007,yes,yes,no,for-profit,13.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Ladysmith,59.0
parkside care,0.0,9AI58,Northern Health,788 Ospika Boulevard,Prince George,V2M6Y2,(250) 563-1916,1983,"Resident Council, Family Council",Accredited,0.0,58.0,58.0,58.0,0.0,0.0,1,1,0,0,3,0,0,0,2,0,0,0,5.2,0,0,0,3.4,0,83,0.639,0.542,0.067,1032,0.283,0.313,0.325,0.699,0.024,3,0.367,0.57,0,0.831,0,0.494,0.299,0.098,1.0,5.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(53.8933393, -122.7891133, 0.0)",53.893339299999994,-122.7891133,yes,yes,yes,health_authority,37.0,,,,,,
parkview place,0.0,98IEB,Interior Health,707 3rd Ave,Enderby,V0E1V0,(250) 838-2470,1995,"Resident Council, Family Council",Accredited,0.0,31.0,31.0,31.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,87,0.631,0.694,0.006,500,0.264,0.231,0.306,0.686,0.083,2.5,0.512,0.58,0,0.504,0,0.57,0.205,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(41.36747003579938, -88.4148048349843, 0.0)",41.367470035799386,-88.41480483498431,yes,yes,yes,health_authority,25.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Enderby,59.0
peace portal seniors village,0.0,9C47I,Fraser Health,15441 - 16th Avenue,Surrey,V4A8T8,(604) 535-2273,1986,"Resident Council, Family Council",Accredited,57.0,27.0,84.0,67.0,7.0,0.0,0,0,1,0,13,0,0,5,2,0,1.2,0,15.5,0,0,6,2.4,0,87,0.713,0.713,0.005,535,0.355,0.255,0.355,0.617,0.085,2.9,0.475,0.53,0.035,0.482,0,0.461,0.152,0.158,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"(37.7393903, -122.4722334, 0.0)",37.7393903,-122.47223340000001,yes,yes,yes,for-profit,34.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Surrey,59.0
peace villa,0.0,9BDGA,Northern Health,8407 112 Avenue,Fort St John,V1J0J5,(250) 774-8100,2012,Resident & Family Council (combined),Accredited,0.0,124.0,124.0,124.0,0.0,0.0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,2.4,0,81,0.628,0.418,0.1,932,0.079,0.27,0.227,0.587,0.057,2.8,0.385,0.57,0,0.005,0.005,0.407,0.372,0.198,4.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,no,"(49.2061449, -122.8560365, 0.0)",49.2061449,-122.8560365,yes,yes,yes,health_authority,8.0,,,,,,
piccadilly seniors community,0.0,931AA,Interior Health,821 10th Avenue SW,Salmon Arm,V1E1T2,(250) 804-1676,2007,Resident & Family Council (combined),Accredited,8.0,51.0,59.0,46.0,7.0,0.0,0,0,0,1,9,0,0,0,4,1,0,1.7,15.3,0,0,0,6.8,1.7,89,0.588,0.734,0.024,574,0.28,0.229,0.336,0.612,0.07,3.6,0.224,0.58,0,0,0,0.514,0.204,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(27.709677737373738, -82.44519897979798, 0.0)",27.709677737373735,-82.44519897979798,yes,yes,yes,for-profit,13.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Salmon Arm,59.0
pine acres home,0.0,9BDAH,Interior Health,1902 Pheasant Lane,Westbank,V4T2H4,(250) 768-7676,1984,"Resident Council, Family Council",Accredited,23.0,40.0,63.0,33.0,5.0,0.0,0,0,0,2,6,0,0,0,4,0,0,3.2,9.5,0,0,0,6.3,0,80,0.492,0.35,0.123,725,0.172,0.185,0.256,0.731,0.05,2.7,0.429,0.54,0.013,0.113,0.071,0.357,0.517,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(41.383726625644194, -74.94563610160276, 0.0)",41.38372662564419,-74.94563610160276,yes,yes,yes,non-profit,36.0,,,,,,
pine grove seniors community,0.0,9A9G2,Interior Health,313 Mcgowan Street,Kamloops,V2B2N8,(250) 376-5701,1981,"Resident Council, Family Council",Unknown,0.0,75.0,75.0,14.0,31.0,0.0,1,0,2,0,8,0,0,1,3,1,2.7,0,10.7,0,0,1.3,4,1.3,87,0.742,0.628,0.02,395,0.291,0.37,0.298,0.633,0.076,3.2,0.388,0.62,0.118,0.093,0,0.509,0.172,0.091,1.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"(41.25374071428572, -75.87102128571429, 0.0)",41.25374071428572,-75.87102128571429,yes,yes,unknown,for-profit,39.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Kamloops,59.0
pinegrove place,0.0,9AG59,Vancouver Coastal Health,11331 Mellis Drive,Richmond,V6X1L8,(604) 278-1296,1983,Resident & Family Council (combined),Accredited,0.0,76.0,76.0,76.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1.3,0,0,0,0,0,84,0.586,0.574,0.04,1742,0.245,0.462,0.374,0.72,0.126,1.8,0.698,0.59,0.003,0.654,0.003,0.469,0.201,0.092,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,no,"(39.832538, -86.002378, 0.0)",39.832538,-86.00237800000001,yes,yes,yes,non-profit,37.0,,,,,,
pleasant valley manor,0.0,9BJG5,Interior Health,3800 Patten Dr.,Armstrong,V0E1B2,(250) 546-4707,1995,"Resident Council, Family Council",Accredited,0.0,82.0,82.0,82.0,0.0,0.0,0,0,0,1,9,0,0,1,1,0,0,1.2,11,0,0,1.2,1.2,0,87,0.641,0.72,0.04,601,0.286,0.432,0.235,0.729,0.051,3,0.381,0.59,0.009,0.714,0,0.512,0.254,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(34.02303, -84.480508, 0.0)",34.02303,-84.480508,yes,yes,yes,health_authority,25.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Armstrong,59.0
ponderosa lodge,0.0,98FA9,Interior Health,425 Columbia St,Kamloops,V2C2T4,(250) 374-5671,1979,Family Council,Accredited,0.0,98.0,98.0,90.0,1.0,0.0,0,0,2,1,12,0,0,4,4,3,2,1,12.2,0,0,4.1,4.1,3.1,84,0.479,0.484,0.028,237,0.223,0.31,0.332,0.712,0.071,3.1,0.37,0.58,0.473,0,0.359,0.522,0.305,0.009,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(29.778365612244897, -95.3929656122449, 0.0)",29.778365612244897,-95.39296561224491,no,yes,yes,health_authority,41.0,,,,,,
qualicum manor,0.0,92EE0,Vancouver Island Health,124 Fourth Ave East,Qualicum Beach,V9K1N6,(250) 752-1262,2005,Resident & Family Council (combined),Unknown,22.0,37.0,59.0,34.0,13.0,0.0,4,1,0,2,3,0,0,0,2,0,0,3.4,5.1,0,0,0,3.4,0,89,0.913,0.758,0,1756,0.23,0.378,0.244,0.837,0.104,2.1,0.593,0.58,0.007,0.022,0,0.748,0.369,0.072,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(-31.9336914, 115.8888253, 0.0)",-31.9336914,115.88882530000001,yes,yes,unknown,for-profit,15.0,,,,,,
queen's park care centre,0.0,9A5GG,Fraser Health,315 McBride Blvd.,New Westminster,V3L5E8,(604) 520-0911,1977,"Resident Council, Family Council",Unknown,0.0,148.0,148.0,14.0,2.0,32.0,0,0,0,2,4,0,0,0,2,0,0,1.4,2.7,0,0,0,1.4,0,84,0.641,0.586,0.096,548,0.118,0.387,0.22,0.518,0.06,2.7,0.503,0.58,0.025,0.2,0.023,0.367,0.132,0.071,1.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(49.210194, -122.899376, 0.0)",49.210194,-122.899376,yes,yes,unknown,health_authority,43.0,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,bc,New Westminster,59.0
rainbow lodge,0.0,9315A,Northern Health,1000 Liard Drive,Prince George,V2M3Z3,(250) 645-6497,2012,"Resident Council, Family Council",Accredited,0.0,18.0,18.0,19.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,5.6,0,0,0,0,0,82,0.86,0.43,0,393,0.176,0.196,0.196,0.824,0.02,3.4,0.373,0.5,0,0.882,0,0.51,0.275,0.186,1.0,9.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(53.91597, -122.7898484, 0.0)",53.915969999999994,-122.78984840000001,yes,yes,yes,health_authority,8.0,,,,,,
renfrew care centre,0.0,9193F,Vancouver Coastal Health,1880 Renfrew Street,Vancouver,V5M3H9,(604) 255-7723,1996,"Resident Council, Family Council",Accredited,0.0,106.0,106.0,86.0,10.0,0.0,0,0,1,0,10,0,0,2,3,0,0.9,0,9.4,0,0,1.9,2.8,0,84,0.588,0.566,0.035,1050,0.159,0.424,0.394,0.749,0.092,3.1,0.412,0.57,0,0.65,0.005,0.29,0.247,0.066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"(55.8651328, -4.2544875, 0.0)",55.8651328,-4.2544875,yes,yes,yes,for-profit,24.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Vancouver,59.0
rest haven lodge,0.0,9ADH2,Vancouver Island Health,2281 Mills Road,Sidney,V8L2C3,(250) 656-0717,1982,"Resident Council, Family Council",Accredited,0.0,73.0,73.0,73.0,0.0,0.0,1,0,0,1,4,0,0,0,0,0,0,1.4,5.5,0,0,0,0,0,86,0.668,0.655,0.012,624,0.478,0.313,0.33,0.795,0.098,2.6,0.545,0.61,0.121,0.448,0,0.603,0.195,0.038,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,no,"(36.1684899, -86.6012639, 0.0)",36.1684899,-86.6012639,yes,yes,yes,non-profit,38.0,,,,,,
richmond lions manor,0.0,99BGD,Vancouver Coastal Health,9020 Bridgeport Road,Richmond,V6X1S1,(604) 675-2590,2014,"Resident Council, Family Council",Accredited,0.0,93.0,93.0,49.0,22.0,0.0,1,1,0,0,10,0,0,1,0,0,0,0,10.8,0,0,1.1,0,0,87,0.72,0.631,0.025,1094,0.18,0.218,0.378,0.582,0.088,2.2,0.595,0.61,0.371,0.109,0.439,0.405,0.295,0.032,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(38.160336, -84.952743, 0.0)",38.160336,-84.952743,yes,yes,yes,health_authority,6.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Richmond,59.0
ridgeview lodge,0.0,93530,Interior Health,920 Desmond Street,Kamloops,V2B5K6,(250) 376-3131,2008,,Unknown,23.0,106.0,129.0,129.0,0.0,0.0,0,1,1,1,18,0,1,8,14,1,0.8,0.8,14,0,0.8,6.2,10.9,0.8,85,0.614,0.558,0.04,1115,0.165,0.224,0.196,0.361,0.133,3.5,0.3,0.6,0.016,0,0.002,0.452,0.268,0.032,2.0,6.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"(34.2716265, -118.4340849, 0.0)",34.2716265,-118.43408490000002,no,no,unknown,for-profit,12.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Kamloops,59.0
rocky mountain village,0.0,92D60,Interior Health,55 Cokato Road,Fernie,V0B1M4,(250) 423-4214,2004,"Resident Council, Family Council",Unknown,1.0,61.0,62.0,62.0,0.0,0.0,0,0,1,0,18,0,0,3,4,2,1.6,0,29,0,0,4.8,6.5,3.2,83,0.631,0.496,0.044,442,0.142,0.156,0.311,0.676,0.067,3.4,0.253,0.59,0.484,0.88,0.116,0.48,0.327,0.13,5.0,15.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,no,"(49.4906726, -115.0647647, 0.0)",49.4906726,-115.06476470000001,yes,yes,unknown,for-profit,16.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Fernie,59.0
rose wood village,0.0,92CB0,Interior Health,8125 Devito Drive,Trail,V1R4X9,(250) 364-3150,2004,"Resident Council, Family Council",Unknown,1.0,45.0,46.0,45.0,0.0,0.0,2,1,0,3,6,0,0,0,1,1,0,6.5,13,0,0,0,2.2,2.2,81,0.58,0.57,0.14,362,0.224,0.234,0.375,0.448,0.052,1.8,0.62,0.63,0.26,0.042,0.016,0.49,0.204,0.056,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,no,"(49.0936114, -117.6374297, 0.0)",49.0936114,-117.6374297,yes,yes,unknown,for-profit,16.0,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,bc,Trail,59.0
