facility_name,Number of dead,HCC_CODE,HLTH_AUTH,STREET_ADDRESS,CITY,POSTAL,PHONE,OPEN_DATE,COUNCIL,ACCRED_STATUS,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER,outbreak_status,location,point,latitude,longitude,residents_council,family_council,accreditation,home_type,years_operating,LONGITUDE,LATITUDE
birchview residences,0.0,93GDH,Northern Health,7780 Hart Highway,Prince George,V2K3B3,(778) 415-9790,2016,Family Council,Not Accredited,14.0,7.0,21.0,18.0,1.0,0.0,0,0,0,0,3,0,0,0,2,0,0,0,14.3,0,0,0,9.5,0,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,no,"Hart Highway, Prince George, Regional District of Fraser-Fort George, British Columbia, V2K 2X6, Canada","(53.9430172, -122.7612395, 0.0)",53.9430172,-122.7612395,no,yes,no,non-profit,4.0,-122.79977620000001,54.0012076
blenheim lodge,0.0,999BD,Vancouver Coastal Health,3263 Blenheim Street,Vancouver,V6L2X7,(604) 732-8717,1969,Resident & Family Council (combined),Not Accredited,6.0,94.0,100.0,65.0,17.0,0.0,2,1,0,1,24,0,0,3,0,9,0,1,24,0,0,3,0,9,88,0.835,0.67,0,1154,0.225,0.462,0.449,0.695,0.047,2.2,0.593,0.6,0,0.896,0,0.457,0.17,0.024,6.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Blenheim Street, Arbutus Ridge, Vancouver, Metro Vancouver Regional District, British Columbia, V6N 3E6, Canada","(49.2384438, -123.1786954, 0.0)",49.2384438,-123.17869540000001,yes,yes,no,non-profit,51.0,-123.1791189,49.2572761
braddan private hospital,0.0,91997,Vancouver Coastal Health,2450 West 2nd Ave,Vancouver,V6K1J6,(604) 731-2127,1979,"Resident Council, Family Council",Not Accredited,2.0,60.0,62.0,22.0,20.0,0.0,0,0,0,1,3,0,1,2,0,0,0,1.6,4.8,0,1.6,3.2,0,0,85,0.787,0.636,0.016,1111,0.133,0.261,0.178,0.544,0.033,2.1,0.61,0.54,0,0.718,0,0.369,0.08,0.147,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Braddan Private Hospital, 2450, West 2nd Avenue, Kitsilano, Vancouver, Metro Vancouver Regional District, British Columbia, V6K, Canada","(49.2697848, -123.1610416529879, 0.0)",49.2697848,-123.1610416529879,yes,yes,no,for-profit,41.0,-123.1610416529879,49.2697848
bradley center,0.0,9A6JG,Fraser Health,45600 Menholm Rd,Chilliwack,V2P1P7,(604) 795-4102,,Resident Council,Unknown,0.0,90.0,90.0,8.0,1.0,20.0,0,0,0,0,1,0,0,0,0,0,0,0,1.1,0,0,0,0,0,87,0.693,0.695,0.052,648,0.19,0.252,0.197,0.48,0.041,2.7,0.469,0.59,0.003,0.418,0.007,0.514,0.254,0.09,1.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,no,"Chilliwack General Hospital, 45600, Menholm Road, Five Corners, Chilliwack, British Columbia, V2P 2N6, Canada","(49.16730645, -121.96485716719084, 0.0)",49.16730645,-121.96485716719084,yes,no,unknown,health_authority,,-121.96485716719084,49.16730645
brandt's creek mews,0.0,937BA,Interior Health,2081 Cross Rd,Kelowna,V1V2G2,(778) 478-8800,2009,Resident & Family Council (combined),Accredited,2.0,100.0,102.0,102.0,0.0,0.0,0,0,2,0,11,0,1,0,0,4,2,0,10.8,0,1,0,0,3.9,84,0.705,0.508,0.047,715,0.573,0.261,0.338,0.813,0.249,2.8,0.48,0.59,0.177,0.59,0.153,0.597,0.068,0.106,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"2081, Cross Road, Glenmore, Kelowna, Regional District of Central Okanagan, British Columbia, V1V 1Y8, Canada","(49.9207065, -119.4353762, 0.0)",49.9207065,-119.43537620000001,yes,yes,yes,for-profit,11.0,-119.4354247,49.920084100000004
brentwood house,0.0,93290,Vancouver Island Health,1167 Stelly's Cross Road,Brentwood Bay,V8M1H4,(250) 652-0634,2007,Resident & Family Council (combined),Accredited,2.0,15.0,17.0,17.0,0.0,0.0,3,1,0,0,2,0,0,0,1,1,0,0,11.8,0,0,0,5.9,5.9,86,0.682,0.545,0,237,0.15,0,0.083,0.983,0,5.2,0.033,0.5,0,0,0,0.433,0.077,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Stelly's Cross Road, Brentwood Bay, Central Saanich, Capital Regional District, British Columbia, V8M 1R8, Canada","(48.5797157, -123.4400595, 0.0)",48.5797157,-123.4400595,yes,yes,yes,non-profit,13.0,-123.4509233,48.5794252
broadway pentecostal lodge,0.0,9A9CE,Vancouver Coastal Health,1377 Lamey's Mill Rd,Vancouver,V6H3S9,(604) 733-1441,1981,Resident Council,Not Accredited,0.0,114.0,114.0,114.0,0.0,0.0,3,2,0,0,14,0,0,8,0,2,0,0,12.3,0,0,7,0,1.8,82,0.445,0.401,0.055,753,0.254,0.282,0.289,0.653,0.059,2.7,0.451,0.53,0.004,0.646,0,0.397,0.38,0.071,6.0,8.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"1377, Lamey's Mill Road, South Granville, Vancouver, Metro Vancouver Regional District, British Columbia, V6H, Canada","(49.267437400000006, -123.13439636612904, 0.0)",49.26743740000001,-123.13439636612905,yes,no,no,non-profit,39.0,-123.13437250000001,49.2674372
brocklehurst gemstone care centre,0.0,93E9A,Interior Health,1955 Tranquille Road,Kamloops,V2B3M4,(778) 470-2596,2013,"Resident Council, Family Council",Accredited,5.0,125.0,130.0,126.0,4.0,0.0,0,0,0,0,31,0,1,0,6,3,0,0,23.8,0,0.8,0,4.6,2.3,85,0.688,0.584,0.028,918,0.257,0.285,0.188,0.681,0.093,2.7,0.475,0.55,0,0.004,0,0.547,0.28,0.103,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"1955, Tranquille Road, Brocklehurst, Kamloops, Thompson-Nicola Regional District, British Columbia, V2B 3M4, Canada","(50.6992587, -120.3995771, 0.0)",50.69925870000001,-120.3995771,yes,yes,yes,for-profit,7.0,-120.39999250000001,50.6997303
brookhaven care centre,0.0,917I9,Interior Health,1775 Shannon Lake Rd,West Kelowna,V4T2N7,(250) 862-4040,1995,"Resident Council, Family Council",Accredited,0.0,84.0,84.0,0.0,0.0,0.0,0,0,1,1,16,0,0,0,3,2,1.2,1.2,19,0,0,0,3.6,2.4,83,0.566,0.552,0.079,645,0.28,0.36,0.325,0.728,0.102,2.5,0.548,0.59,0.081,0.675,0.516,0.637,0.268,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"1775, Shannon Lake Road, Shannon Lake, West Kelowna, Regional District of Central Okanagan, British Columbia, V1Z 1L9, Canada","(49.8648276, -119.5896005, 0.0)",49.8648276,-119.58960049999999,yes,yes,yes,health_authority,25.0,-119.58960049999999,49.8648276
brookhaven care centre,0.0,917I9,Interior Health,1775 Shannon Lake Rd,West Kelowna,V4T2N7,(250) 862-4040,1995,"Resident Council, Family Council",Accredited,0.0,84.0,84.0,0.0,0.0,0.0,0,0,1,1,16,0,0,0,3,2,1.2,1.2,19,0,0,0,3.6,2.4,83,0.566,0.552,0.079,645,0.28,0.36,0.325,0.728,0.102,2.5,0.548,0.59,0.081,0.675,0.516,0.637,0.268,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"1775, Shannon Lake Road, Shannon Lake, West Kelowna, Regional District of Central Okanagan, British Columbia, V1Z 1L9, Canada","(49.8648276, -119.5896005, 0.0)",49.8648276,-119.58960049999999,yes,yes,yes,health_authority,25.0,-119.58960049999999,49.8648276
brookside lodge,0.0,937F0,Fraser Health,19550 Fraser Highway,Surrey,V3S6K5,(604) 530-6595,2009,"Resident Council, Family Council",Unknown,14.0,89.0,103.0,93.0,5.0,0.0,0,0,1,1,8,0,0,3,0,1,1,1,7.8,0,0,2.9,0,1,80,0.595,0.471,0.151,946,0.115,0.184,0.191,0.665,0.089,2.9,0.419,0.6,0.124,0.538,0.017,0.543,0.214,0.042,8.0,13.0,0.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,"Fraser Highway, Cloverdale, Surrey, Metro Vancouver Regional District, British Columbia, V3S 7B1, Canada","(49.1396932, -122.7382476, 0.0)",49.1396932,-122.73824760000001,yes,yes,unknown,for-profit,11.0,-122.68094640000001,49.114141700000005
buchanan lodge,0.0,9A500,Fraser Health,409 Blair Ave,New Westminster,V3L4A4,(604) 522-7033,1997,"Resident Council, Family Council",Unknown,0.0,112.0,112.0,104.0,4.0,0.0,1,0,3,2,10,0,0,2,1,1,2.7,1.8,8.9,0,0,1.8,0.9,0.9,86,0.692,0.6,0.033,1386,0.137,0.399,0.267,0.67,0.084,2.2,0.62,0.57,0.084,0.023,0.002,0.396,0.194,0.126,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Buchanan Lodge, 409, Blair Avenue, Victory Heights, Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 4C9, Canada","(49.228773149999995, -122.89808629846814, 0.0)",49.22877315,-122.89808629846813,yes,yes,unknown,non-profit,23.0,-122.89798929999999,49.2288744
bulkley lodge,0.0,9BDH1,Northern Health,3668 11th Avenue,Smithers,V0J2N0,(250) 847-4443,1978,"Resident Council, Family Council",Accredited,0.0,70.0,70.0,67.0,3.0,0.0,0,0,0,2,0,0,0,0,1,0,0,2.9,0,0,0,0,1.4,0,82,0.55,0.45,0.065,734,0.156,0.211,0.204,0.456,0.061,2.8,0.456,0.55,0,0.639,0.381,0.51,0.287,0.224,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,no,"11th Avenue, Smithers, Regional District of Bulkley-Nechako, British Columbia, V0J 2N3, Canada","(54.785551, -127.1591561, 0.0)",54.785551,-127.1591561,yes,yes,yes,health_authority,42.0,-127.1577223,54.7792679
cairnsmore place,0.0,9A5F3,Vancouver Island Health,250 Cairnsmore Street,Duncan,V9L4H2,(250) 709-3080,1965,Resident & Family Council (combined),Accredited,0.0,100.0,100.0,8.0,4.0,21.0,2,0,,,,,,,,,,,,,,,,,83,0.683,0.494,0.058,752,0.27,0.33,0.187,0.57,0.017,3.7,0.293,0.64,0.633,0,0.41,0.563,0.181,0.055,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Cairnsmore Street, Duncan, Cowichan Valley Regional District, British Columbia, V9L 1V2, Canada","(48.7854979, -123.7106333, 0.0)",48.785497899999996,-123.71063329999998,yes,yes,yes,health_authority,55.0,-123.71063329999998,48.785497899999996
capilano care centre,0.0,9C414,Vancouver Coastal Health,525 Clyde Avenue,West Vancouver,V7T1C4,(604) 926-6856,1992,"Resident Council, Family Council",Accredited,0.0,205.0,205.0,76.0,48.0,11.0,2,0,1,0,38,0,0,4,3,30,0.5,0,18.5,0,0,2,1.5,14.6,84,0.69,0.546,0.04,1076,0.466,0.19,0.328,0.744,0.091,2.9,0.457,0.56,0.003,0.296,0.003,0.596,0.19,0.007,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,no,"Capilano Long Term Care, 525, Clyde Avenue, Park Royal, West Vancouver, Metro Vancouver Regional District, British Columbia, V7T 1C5, Canada","(49.32919029999999, -123.12981049999999, 0.0)",49.32919029999999,-123.1298105,yes,yes,yes,for-profit,28.0,-123.130122,49.329030200000005
carelife fleetwood,0.0,9A5AD,Fraser Health,8265 159th Street,Surrey,V4N5T5,(604) 598-7200,2008,Resident Council,Unknown,0.0,191.0,191.0,167.0,12.0,0.0,1,0,1,0,3,0,0,1,1,0,0.5,0,1.6,0,0,0.5,0.5,0,80,0.607,0.475,0.163,1111,0.129,0.435,0.296,0.375,0.078,2.3,0.579,0.67,0.266,0.476,0.217,0.431,0.223,0.046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Sherwood, 3591, Thompson, Richmond, Metro Vancouver Regional District, British Columbia, Canada","(49.1631226, -123.18742935, 0.0)",49.1631226,-123.18742935,yes,no,unknown,health_authority,12.0,-123.18742935,49.1631226
cariboo place,0.0,93GGE,Interior Health,185 Fourth Ave N,Williams Lake,V2G2C8,(778) 417-0275,2019,Resident & Family Council (combined),Accredited,2.0,70.0,72.0,72.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,,"(48.6552479, -123.4057214, 0.0)",48.6552479,-123.4057214,yes,yes,yes,for-profit,1.0,-122.14175300000001,52.131127899999996
carlton gardens care centre,0.0,99FE5,Fraser Health,4108 Norfolk Street,Burnaby,V5G0B4,(604) 419-3000,2012,"Resident Council, Family Council",Accredited,11.0,117.0,128.0,120.0,4.0,0.0,0,0,2,1,12,0,0,1,0,2,1.6,0.8,9.4,0,0,0.8,0,1.6,84,0.676,0.535,0.018,723,0.075,0.266,0.255,0.707,0.212,1.8,0.692,0.55,0.019,0.04,0.002,0.475,0.273,0.046,3.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,no,"Carlton Gardens Care Centre, 4108, Norfolk Street, Discovery Park, Burnaby, Metro Vancouver Regional District, British Columbia, V5G 0A4, Canada","(49.25501665, -123.01255069542039, 0.0)",49.25501665,-123.0125506954204,yes,yes,yes,for-profit,8.0,-123.0128497,49.2550436
cartier house seniors community,0.0,992EJ,Fraser Health,1419 Cartier St,Coquitlam,V3K2C6,(604) 939-4654,1974,"Resident Council, Family Council",Unknown,0.0,78.0,78.0,30.0,24.0,0.0,1,1,2,1,8,0,0,0,0,0,2.6,1.3,10.3,0,0,0,0,0,88,0.831,0.688,0.016,346,0.402,0.248,0.267,0.743,0.106,2.6,0.511,0.59,0.042,0.273,0.006,0.492,0.237,0.083,2.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"The Cartier, 1189, Eastwood Street, Hoy Creek Housing Coop, River Springs, Coquitlam, Metro Vancouver Regional District, British Columbia, V3B 7W7, Canada","(49.28317715, -122.78734899022074, 0.0)",49.28317715,-122.78734899022074,yes,yes,unknown,for-profit,46.0,-122.8528962,49.241712
castleview care centre,0.0,9C017,Interior Health,2300 14th Ave.,Castlegar,V1N4A6,(250) 365-7277,1991,Resident & Family Council (combined),Unknown,16.0,45.0,61.0,61.0,0.0,0.0,0,0,1,0,7,0,0,1,1,1,1.6,0,11.5,0,0,1.6,1.6,1.6,85,0.682,0.571,0.025,722,0.397,0.154,0.184,0.875,0.051,3.8,0.162,0.57,0.765,0.574,0,0.596,0.106,0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"14th Avenue, Kinnaird, Castlegar, Regional District of Central Kootenay, British Columbia, V1N 2W7, Canada","(49.2890825, -117.6613998, 0.0)",49.2890825,-117.66139979999998,yes,yes,unknown,for-profit,29.0,-117.6624447,49.2881065
cedarview lodge,0.0,9AF9E,Vancouver Coastal Health,1200 Cedar Village Close,North Vancouver,V7J3P3,(604) 904-6400,1982,"Resident Council, Family Council",Accredited,0.0,89.0,89.0,89.0,0.0,0.0,0,0,0,0,6,0,0,2,0,0,0,0,6.7,0,0,2.2,0,0,84,0.642,0.541,0.023,968,0.224,0.333,0.458,0.816,0.075,2.3,0.623,0.54,0.034,0.542,0.022,0.682,0.497,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Cedar Village Close, Cedar Village, North Vancouver City, Metro Vancouver Regional District, British Columbia, V7J, Canada","(49.3259367, -123.0414112, 0.0)",49.3259367,-123.0414112,yes,yes,yes,health_authority,38.0,-123.0400524,49.3264386
central city lodge,0.0,99A78,Vancouver Coastal Health,415 West Pender St,Vancouver,V6B1V2,(604) 681-9111,1993,Resident Council,Not Accredited,0.0,100.0,100.0,84.0,8.0,0.0,0,0,2,0,5,2,0,3,1,1,2,0,5,2,0,3,1,1,70,0.197,0.067,0.309,1481,0.32,0.156,0.242,0.528,0.095,3,0.391,0.54,0.198,0.653,0.073,0.589,0.342,0.092,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Central City Lodge, 415, West Pender Street, Chinatown, Vancouver, Metro Vancouver Regional District, British Columbia, V6B 1T5, Canada","(49.283140849999995, -123.11194998175316, 0.0)",49.28314085,-123.11194998175316,yes,no,no,non-profit,27.0,-123.1119351,49.28313320000001
cerwydden seniors community,0.0,9244A,Vancouver Island Health,3243 Cowichan Lake R,Duncan,V9L4B8,(250) 746-4432,2000,"Resident Council, Family Council",Unknown,4.0,52.0,56.0,44.0,6.0,0.0,1,1,1,1,9,0,0,1,0,0,1.8,1.8,16.1,0,0,1.8,0,0,87,0.792,0.638,0.033,839,0.178,0.222,0.227,0.618,0.076,2.6,0.489,0.57,0.013,0,0.004,0.516,0.171,0.025,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,no,"Carmi Avenue, Penticton, Regional District of Okanagan-Similkameen, British Columbia, V2A 3J1, Canada","(49.4826229, -119.5763397, 0.0)",49.4826229,-119.5763397,yes,yes,unknown,for-profit,20.0,-123.73308840000001,48.79012879999999
chemainus health care centre,0.0,9BF66,Vancouver Island Health,9909 Esplanade Street,Chemainus,V0R1K1,(250) 737-2040 ,1994,"Resident Council, Family Council",Accredited,0.0,75.0,75.0,55.0,10.0,0.0,1,0,,,,,,,,,,,,,,,,,86,0.803,0.649,0.04,808,0.257,0.333,0.26,0.653,0.04,3.5,0.353,0.58,0.29,0.003,0.093,0.663,0.181,0.074,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Esplanade Street, Chemainus, North Cowichan, Cowichan Valley Regional District, British Columbia, V0R 4K0, Canada","(48.9278874, -123.7170919, 0.0)",48.9278874,-123.7170919,yes,yes,yes,health_authority,26.0,-123.7170919,48.9278874
cherington place,0.0,9B889,Fraser Health,13453 111A Ave,Surrey,V3R2C5,(604) 581-2885,1960,Resident Council,Unknown,0.0,75.0,75.0,33.0,21.0,0.0,3,1,1,0,4,0,0,0,0,1,1.3,0,5.3,0,0,0,0,1.3,87,0.723,0.659,0.018,353,0.207,0.207,0.254,0.682,0.057,3.6,0.275,0.56,0.013,0.204,0.007,0.435,0.16,0.051,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"13453, 111A Avenue, Bridgeview, Surrey, Metro Vancouver Regional District, British Columbia, V3T 0G4, Canada","(49.2054855, -122.8492992, 0.0)",49.205485499999995,-122.8492992,yes,no,unknown,for-profit,60.0,-122.84929890000001,49.2054883
chetwynd hospital and health centre,0.0,922CD,Northern Health,5500 Hospital road,Chetwynd,V0C1J0,(250) 788-2236,1971,No Councils,Accredited,0.0,7.0,7.0,7.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0.886,0.364,0.091,897,0.591,0.273,0.136,0.182,0,3.5,0.318,0.6,0.091,0.045,0,0.636,0.261,0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,no,"Penticton, Regional District of Okanagan-Similkameen, British Columbia, Canada","(49.494891, -119.594421, 0.0)",49.494891,-119.594421,no,no,yes,health_authority,49.0,-119.594421,49.494891
christenson village,0.0,92I30,Vancouver Coastal Health,585 Shaw Road,Gibsons,V0N1V8,(604) 886-8747,2006,"Resident Council, Family Council",Accredited,0.0,80.0,80.0,80.0,0.0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,12.5,0,0,0,0,0,86,0.77,0.671,0.021,1077,0.293,0.323,0.495,0.758,0.079,2.6,0.544,0.57,0.085,0.048,0,0.659,0.156,0.143,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,no,"Christenson Village, 585, Shaw Road, Gibsons, Sunshine Coast Regional District, British Columbia, V0N 1V8, Canada","(49.40446125, -123.5201551559546, 0.0)",49.40446125,-123.52015515595458,yes,yes,yes,non-profit,14.0,-123.52027720000001,49.404494899999996
columbia garden village,0.0,93DHA,Interior Health,"800-10 Ave., Box 578",Invermere,V0A1K0,(250) 341-3350,2005,Resident Council,Accredited,0.0,34.0,34.0,34.0,0.0,0.0,1,0,0,1,8,0,0,0,3,2,0,2.9,23.5,0,0,0,8.8,5.9,81,0.616,0.55,0.126,300,0.148,0.185,0.2,0.637,0.096,2.4,0.496,0.5,0.044,0.556,0,0.437,0.289,0.032,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,,"(48.4096736, -123.3542259, 0.0)",48.4096736,-123.3542259,yes,no,yes,for-profit,15.0,-116.03316770000002,50.5076471
columbia garden village,0.0,93DHA,Interior Health,"800-10 Ave., Box 578",Invermere,V0A1K0,(250) 341-3350,2005,Resident Council,Accredited,0.0,34.0,34.0,34.0,0.0,0.0,1,0,0,1,8,0,0,0,3,2,0,2.9,23.5,0,0,0,8.8,5.9,81,0.616,0.55,0.126,300,0.148,0.185,0.2,0.637,0.096,2.4,0.496,0.5,0.044,0.556,0,0.437,0.289,0.032,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,no,,"(48.4096736, -123.3542259, 0.0)",48.4096736,-123.3542259,yes,no,yes,for-profit,15.0,-116.0333453,50.5065289
columbia house - invermere district hospital,0.0,915C7,Interior Health,1030 - 10th Street,Invermere,V0A1K0,(250) 342-2329,1994,"Resident Council, Family Council",Accredited,0.0,35.0,35.0,35.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,2.9,0,0,0,0,2.9,84,0.619,0.589,0.089,1116,0.231,0.214,0.205,0.675,0.043,2.8,0.462,0.56,0.325,0.709,0.043,0.137,0.057,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Canadian Red Cross, 1030, 10th Street, Invermere, Regional District of East Kootenay, British Columbia, V0A 1K0, Canada","(50.5060821, -116.0328794, 0.0)",50.5060821,-116.0328794,yes,yes,yes,health_authority,26.0,-116.03316770000002,50.5076471
columbia house - invermere district hospital,0.0,915C7,Interior Health,1030 - 10th Street,Invermere,V0A1K0,(250) 342-2329,1994,"Resident Council, Family Council",Accredited,0.0,35.0,35.0,35.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,2.9,0,0,0,0,2.9,84,0.619,0.589,0.089,1116,0.231,0.214,0.205,0.675,0.043,2.8,0.462,0.56,0.325,0.709,0.043,0.137,0.057,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Canadian Red Cross, 1030, 10th Street, Invermere, Regional District of East Kootenay, British Columbia, V0A 1K0, Canada","(50.5060821, -116.0328794, 0.0)",50.5060821,-116.0328794,yes,yes,yes,health_authority,26.0,-116.0333453,50.5065289
columbia view lodge,0.0,98H3C,Interior Health,2920 Laburnum Dr,Trail,V1R4N2,(250) 364-1271,1979,"Resident Council, Family Council",Accredited,0.0,76.0,76.0,76.0,0.0,0.0,0,0,0,2,3,0,0,3,3,1,0,2.6,3.9,0,0,3.9,3.9,1.3,85,0.704,0.595,0.05,969,0.341,0.319,0.405,0.738,0.05,3.2,0.348,0.57,0.387,0.713,0.265,0.731,0.144,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Laburnum Drive, Trail, Regional District of Kootenay Boundary, British Columbia, V1R 4N7, Canada","(49.1000415, -117.6613194, 0.0)",49.100041499999996,-117.66131940000001,yes,yes,yes,health_authority,41.0,-117.67936940000001,49.09953
columbus residence,0.0,9BHG7,Vancouver Coastal Health,704 West 69th Avenue,Vancouver,V6P2W3,(604) 321-4405,1990,"Resident Council, Family Council",Accredited,0.0,76.0,76.0,74.0,1.0,0.0,1,0,0,0,3,0,0,1,1,0,0,0,3.9,0,0,1.3,1.3,0,85,0.776,0.604,0.009,1120,0.188,0.356,0.257,0.693,0.076,3.3,0.356,0.54,0.142,0.601,0.007,0.353,0.236,0.204,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Columbus Residence, 704, West 69th Avenue, Marpole, Vancouver, Metro Vancouver Regional District, British Columbia, V6P 3J9, Canada","(49.20890335, -123.12096339554955, 0.0)",49.20890335,-123.12096339554957,yes,yes,yes,non-profit,30.0,-123.12100990000002,49.2089097
comox valley seniors village,0.0,936F0,Vancouver Island Health,4640 Headquarters Rd.,Courtenay,V9N7J3,(250) 897-1033,2009,"Resident Council, Family Council",Accredited,15.0,121.0,136.0,128.0,4.0,0.0,17,4,1,3,10,0,0,0,3,0,0.7,2.2,7.4,0,0,0,2.2,0,83,0.597,0.507,0.042,858,0.318,0.222,0.217,0.658,0.133,3.2,0.364,0.55,0.077,0.241,0.005,0.501,0.393,0.118,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,"Headquarters Road, Courtenay, Comox Valley Regional District, British Columbia, V9N 3N9, Canada","(49.7002106, -124.9918333, 0.0)",49.700210600000005,-124.99183329999998,yes,yes,yes,for-profit,11.0,-124.9930277,49.7023661
