index,name,address,city_and_postal_code,LHIN,licensee,management,home_type,beds,short_stay,residents_council,family_council,accreditation,additional_info,city,postal_code,number_of_beds,first_inspection_date,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders
372,MORRISTON PARK NURSING HOME,7363 Calfass Road R. R. #2,"Puslinch, N0B2J0",Waterloo Wellington,Retirement Home Specialists Incorporated,,For-Profit,Home with approximately 28 beds,No,Yes,No,No,,Puslinch, N0B2J0,28,2010-08-11,20,6,2,4,1,,5,1,1,6,,
373,MOUNT HOPE CENTRE FOR LONG TERM CARE,21 Grosvenor Street P.O. Box 5777,"London, N6A1Y6",South West,"St. Joseph's Health Care, London",,Non-Profit,Home with approximately 177 beds,Yes,Yes,Yes,Yes,,London, N6A1Y6,177,2011-04-19,89,46,17,40,16,2,35,22,12,19,12,4
374,MOUNT NEMO CHRISTIAN NURSING HOME,4486 Guelph Line,"Burlington, L7P0N2",Hamilton Niagara Haldimand Brant (Hnhb),Canadian Reformed Society For A Home For The Aged Inc.,,Non-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Burlington, L7P0N2,61,2010-12-07,19,11,6,3,1,1,3,2,2,4,3,1
375,MUSKOKA LANDING,65 Rogers Cove Drive,"Huntsville, P1H2L9",North Simcoe Muskoka,Huntsville Long Term Care Centre Inc.,,For-Profit,Home with approximately 94 beds,Yes,Yes,Yes,Yes,,Huntsville, P1H2L9,94,2011-10-25,33,17,9,15,2,2,10,7,4,5,5,1
376,MUSKOKA SHORES CARE COMMUNITY,200 Kelly Drive,"Gravenhurst, P1P1P3",North Simcoe Muskoka,2063412 Ontario Limited As General Partner Of 2063412 Investment Lp,,For-Profit,Home with approximately 183 beds,No,Yes,Yes,Yes,,Gravenhurst, P1P1P3,183,2011-01-10,46,32,21,19,10,6,15,13,9,13,12,6
377,"NIAGARA HEALTH SYSTEM, WELLAND HOSPITAL SITE, EXTENDED CARE UNIT",155 Ontario Street,"St. Catharines, L2R5K3",Hamilton Niagara Haldimand Brant (Hnhb),Niagara Health System,,Non-Profit,Home with approximately 115 beds,No,Yes,No,Yes,,St. Catharines, L2R5K3,115,2010-10-14,31,14,6,13,1,1,5,4,3,10,5,1
378,NIAGARA INA GRAFTON GAGE VILLAGE,413 Linwell Road,"St Catharines, L2M7Y2",Hamilton Niagara Haldimand Brant (Hnhb),Niagara Ina Grafton Gage Home Of The United Church,,Non-Profit,Home with approximately 40 beds,No,Yes,Yes,No,,St Catharines, L2M7Y2,40,2011-09-20,30,21,7,8,5,2,3,3,2,13,9,2
379,NIAGARA LONG TERM CARE RESIDENCE,120 Wellington Street P.O. Box 985,"Niagara-On-The-Lake, L0S1J0",Hamilton Niagara Haldimand Brant (Hnhb),"Dtoc Ii Long Term Care Lp, By Its General Partner, Dtoc Ii Long Term Care Mgp (A General Partnership) By Its Partners, Dtoc Ii Long Term Care Gp Inc. And Arch Venture Holdings Inc.",Responsive Health Management Inc.,For-Profit,Home with approximately 124 beds,No,Yes,Yes,Yes,,Niagara-On-The-Lake, L0S1J0,124,2010-09-15,20,10,7,9,2,2,5,3,3,3,2,1
380,NIPIGON DISTRICT MEMORIAL HOSPITAL,125 Hogan Road P O Box 37,"Nipigon, P0T2J0",North West,Nipigon District Memorial Hospital,,Non-Profit,Home with approximately 15 beds,No,Yes,No,Yes,,Nipigon, P0T2J0,15,2011-10-03,15,11,7,1,1,,4,3,3,5,3,3
381,NIPISSING MANOR NURSING CARE CENTER,1202 Highway 94,"Corbeil, P0H1K0",North East,1895357 Ontario Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Corbeil, P0H1K0,120,2011-10-02,20,15,10,5,3,2,6,5,4,3,3,3
382,NISBET LODGE,740 Pape Avenue,"Toronto, M4K3S7",Toronto Central,Nisbet Lodge,,Non-Profit,Home with approximately 103 beds,No,Yes,Yes,Yes,,Toronto, M4K3S7,103,2011-07-07,17,14,10,8,6,6,3,3,3,2,2,2
383,NITHVIEW HOME,200 Boullee Street,"New Hamburg, N3A2K4",Waterloo Wellington,Tri-county Mennonite Homes,,Non-Profit,Home with approximately 99 beds,No,Yes,Yes,No,,New Hamburg, N3A2K4,99,2010-11-16,48,25,13,15,7,3,23,10,7,10,9,5
384,NORFINCH CARE COMMUNITY,22 Norfinch Drive,"North York, M3N1X1",Central,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,North York, M3N1X1,160,2010-08-30,17,13,7,9,5,3,2,2,2,2,2,2
385,NORTH CENTENNIAL MANOR,2 Kimberly Drive,"Kapuskasing, P5N1L5",North East,North Centennial Manor Inc.,,Non-Profit,Home with approximately 78 beds,No,Yes,Yes,No,,Kapuskasing, P5N1L5,78,2011-11-16,17,11,5,2,1,1,8,5,4,4,3,
386,NORTH LAMBTON LODGE,39 Morris Street R.R. #6,"Forest, N0N1J0",Erie St. Clair,The Corporation Of The County Of Lambton,,Municipal,Home with approximately 88 beds,No,Yes,Yes,No,,Forest, N0N1J0,88,2011-05-13,29,18,11,7,6,3,18,9,8,,,
387,NORTH PARK NURSING HOME,450 Rustic Road,"North York, M6L1W9",Central,North Park Nursing Home Limited,Assured Care Consulting Inc.,For-Profit,Home with approximately 75 beds,No,Yes,Yes,Yes,,North York, M6L1W9,75,2010-09-23,26,8,5,11,2,1,6,2,2,3,1,
388,NORTH RENFREW LONG-TERM CARE SERVICES,47 Ridge Road P.O. Box 1988,"Deep River, K0J1P0",Champlain,North Renfrew Long-term Care Services Inc.,,Non-Profit,Home with approximately 21 beds,Yes,Yes,No,No,,Deep River, K0J1P0,21,2011-11-23,22,10,5,4,1,1,6,4,2,5,1,
389,NORTH SHORE HEALTH NETWORK – ELDCAP UNIT,525 Causley Street P.O. Box 970,"Blind River, P0R1B0",North East,North Shore Health Network,,Non-Profit,Home with approximately 10 beds,No,Yes,No,Yes,,Blind River, P0R1B0,10,2011-11-22,12,6,2,1,,,4,,,2,1,
390,NORTH SHORE HEALTH NETWORK – LTC UNIT,525 Causley Street P. O. Box 970,"Blind River, P0R1B0",North East,North Shore Health Network,,Non-Profit,Home with approximately 22 beds,No,Yes,Yes,Yes,,Blind River, P0R1B0,22,2011-11-22,15,7,3,3,,,4,1,1,5,3,1
391,NORTHLAND POINTE,2 Fielden Avenue,"Port Colborne, L3K6G4",Hamilton Niagara Haldimand Brant (Hnhb),The Regional Municipality Of Niagara,,Municipal,Home with approximately 151 beds,No,Yes,No,Yes,,Port Colborne, L3K6G4,151,2010-07-21,31,12,8,12,2,2,10,5,4,8,1,1
392,NORTHRIDGE,496 Postridge Drive,"Oakville, L6H7A2",Mississauga Halton,Axr Operating (National) Lp,,For-Profit,Home with approximately 133 beds,No,Yes,Yes,Yes,,Oakville, L6H7A2,133,2010-11-09,35,13,5,15,2,1,11,6,3,8,4,1
394,NORTHVIEW NURSING HOME,77 River Road P.O. Box 1139,"Englehart, P0J1H0",North East,675412 Ontario Inc.,,For-Profit,Home with approximately 48 beds,Yes,Yes,No,Yes,,Englehart, P0J1H0,48,2011-04-26,23,15,7,9,7,4,4,3,1,7,4,1
395,NORTHWOOD LODGE,51 Highway 105 P.O. Box 420,"Red Lake, P0V2M0",North West,Board Of Management Of The District Of Kenora,,Municipal,Home with approximately 32 beds,No,Yes,Yes,No,,Red Lake, P0V2M0,32,2011-10-24,19,11,5,3,1,1,3,1,1,13,7,2
396,NORVIEW LODGE,44 Rob Blake Way,"Simcoe, N3Y0E3",Hamilton Niagara Haldimand Brant (Hnhb),The Corporation Of Norfolk County,,Municipal,Home with approximately 180 beds,Yes,Yes,Yes,Yes,,Simcoe, N3Y0E3,180,2011-02-08,24,14,5,6,1,,10,6,3,4,4,1
397,NORWOOD NURSING HOME,122 Tyndall Avenue,"Toronto, M6K2E2",Toronto Central,Norwood Nursing Home Limited,,For-Profit,Home with approximately 60 beds,No,Yes,Yes,Yes,,Toronto, M6K2E2,60,2011-06-24,15,8,3,7,2,1,2,1,1,1,,
398,OAK TERRACE,291 Mississaga Street West,"Orillia, L3V3B9",North Simcoe Muskoka,Revera Long Term Care Inc.,,For-Profit,Home with approximately 94 beds,No,Yes,Yes,Yes,,Orillia, L3V3B9,94,2010-11-02,33,10,7,14,,,8,4,4,5,2,2
399,OAKWOOD PARK LODGE,6747 Oakwood Drive,"Niagara Falls, L2E6S5",Hamilton Niagara Haldimand Brant (Hnhb),Maryban Holdings Ltd.,,For-Profit,Home with approximately 153 beds,Yes,Yes,No,Yes,,Niagara Falls, L2E6S5,153,2011-02-15,51,29,16,21,11,7,14,7,6,13,9,2
400,ONEIDA NATION OF THE THAMES LONG-TERM CARE HOME (TSI' NU: YOYANTLE' NA' TUHUWATISNI),"2229 Elm Avenue, R.R. #2","Southwold, N0L2G0",South West,Oneida Nation Of The Thames,,Non-Profit,Home with approximately 64 beds,No,Yes,Yes,No,,Southwold, N0L2G0,64,2012-04-12,39,19,5,23,7,,7,5,4,3,3,1
401,ORCHARD TERRACE CARE CENTRE,199 Glover Road,"Stoney Creek, L8E5J2",Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres Lp,,For-Profit,Home with approximately 45 beds,No,Yes,Yes,Yes,,Stoney Creek, L8E5J2,45,2011-09-19,20,13,5,7,5,2,3,1,1,7,6,1
402,ORCHARD VILLA,1955 Valley Farm Road,"Pickering, L1V3R6",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 233 beds,No,Yes,Yes,Yes,,Pickering, L1V3R6,233,2010-07-15,71,40,16,31,15,8,21,9,5,20,16,4
403,OWEN HILL CARE COMMUNITY,130 Owen Street,"Barrie, L4M3H7",North Simcoe Muskoka,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,,For-Profit,Home with approximately 57 beds,No,Yes,Yes,Yes,,Barrie, L4M3H7,57,2011-04-21,18,9,5,5,1,1,7,3,3,2,,
404,PARISIEN MANOR,439 Second Street East,"Cornwall, K6H1Z2",Champlain,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 65 beds,No,Yes,No,Yes,,Cornwall, K6H1Z2,65,2011-04-07,31,20,10,18,11,6,7,4,2,2,2,2
405,PARK LANE TERRACE,295 Grand River Street North,"Paris, N3L2N9",Hamilton Niagara Haldimand Brant (Hnhb),Park Lane Terrace Limited,Apans Health Services,For-Profit,Home with approximately 132 beds,No,Yes,Yes,Yes,,Paris, N3L2N9,132,2010-11-24,47,37,17,20,15,5,12,10,8,15,14,7
406,PARKVIEW HOME LONG-TERM CARE,123 Weldon Road,"Stouffville, L4A0G8",Central,The Mennonite Home Association As York County,,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Stouffville, L4A0G8,128,2011-02-07,17,10,5,4,2,2,6,3,3,3,2,
407,PARKVIEW MANOR HEALTH CARE CENTRE,98-3rd Street South East P.O. Box 298,"Chesley, N0G1L0",South West,Grosvenor Health Care Partnership (No. 3),Extendicare (Canada) Inc.,For-Profit,Home with approximately 34 beds,No,Yes,Yes,Yes,,Chesley, N0G1L0,34,2011-06-22,18,12,8,5,1,1,4,3,3,8,8,4
408,PARKVIEW NURSING CENTRE,545 King Street West,"Hamilton, L8P1C1",Hamilton Niagara Haldimand Brant (Hnhb),The Parkview Health Care Partnership On Behalf Of 593405 Ontario Limited As General Partner,Metcap Living Management Inc./Gestion Residentielle Metcap Inc.,For-Profit,Home with approximately 126 beds,No,Yes,Yes,Yes,,Hamilton, L8P1C1,126,2011-01-14,14,9,5,7,4,3,2,2,2,,,
409,PARKWOOD MENNONITE HOME,726 New Hampshire Street,"Waterloo, N2K4M1",Waterloo Wellington,Parkwood Mennonite Home Inc.,,Non-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Waterloo, N2K4M1,96,2010-09-01,24,15,11,8,5,4,8,4,4,4,4,4
410,PEEL MANOR,525 Main Street North,"Brampton, L6X1N9",Central West,The Regional Municipality Of Peel (See Owner No. 416),,Municipal,Home with approximately 177 beds,No,Yes,Yes,Yes,,Brampton, L6X1N9,177,2010-08-18,57,17,8,25,5,2,16,8,6,10,1,
412,PEOPLECARE A.R. GOUDIE KITCHENER,369 Frederick Street,"Kitchener, N2H2P1",Waterloo Wellington,Peoplecare Not-for-profit Homes Inc.,Peoplecare Inc.,Non-Profit,Home with approximately 80 beds,No,Yes,Yes,Yes,,Kitchener, N2H2P1,80,2010-08-25,33,18,8,12,6,4,15,7,4,2,2,
413,PEOPLECARE HILLTOP MANOR CAMBRIDGE,42 Elliott Street,"Cambridge, N1R2J2",Waterloo Wellington,Peoplecare Communities Inc.,,For-Profit,Home with approximately 185 beds,No,Yes,Yes,Yes,,Cambridge, N1R2J2,185,2010-11-17,42,23,6,15,8,2,18,10,3,7,7,3
414,PEOPLECARE OAKCROSSING LONDON,1242 Oakcrossing Road,"London, N6H0G2",South West,Peoplecare Communities Inc.,,For-Profit,Home with approximately 160 beds,No,Yes,Yes,Yes,,London, N6H0G2,160,2010-09-07,86,30,17,48,15,7,32,11,9,1,1,1
415,PEOPLECARE TAVISTOCK,28 William Street North P.O. Box 460,"Tavistock, N0B2R0",South West,Peoplecare Communities Inc.,,For-Profit,Home with approximately 100 beds,Yes,Yes,No,Yes,,Tavistock, N0B2R0,100,2010-10-12,23,11,6,7,3,2,11,5,4,,,
416,PERTH COMMUNITY CARE CENTRE,101 Christie Lake Road R. R. #4,"Perth, K7H3C6",South East,"Arch Long Term Care Lp By Its General Partner, Arch Long Term Care Mgp, By Its Partners, Arch Long Term Care Gp Inc. And Arch Capital Management Corporation",Universalcare Canada Inc.,For-Profit,Home with approximately 121 beds,No,Yes,Yes,Yes,,Perth, K7H3C6,121,2011-06-15,40,24,14,12,6,4,11,10,6,12,4,3
417,PETER D. CLARK CENTRE,9 Meridian Place,"Ottawa, K2G6P8",Champlain,City Of Ottawa,,Municipal,Home with approximately 216 beds,No,Yes,Yes,Yes,,Ottawa, K2G6P8,216,2011-10-12,91,69,35,44,36,19,32,20,12,11,9,3
420,PINE MEADOW NURSING HOME,124 Lloyd Street P.O. Box 100,"Northbrook, K0H2G0",South East,Land O'lakes Community Services,Extendicare (Canada) Inc.,Non-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Northbrook, K0H2G0,60,2011-10-31,20,13,5,7,5,2,5,4,2,3,1,1
421,PINE VILLA NURSING HOME,490 Highway #8,"Stoney Creek, L8G1G6",Hamilton Niagara Haldimand Brant (Hnhb),Rykka Care Centres I I Gp Inc,,For-Profit,Home with approximately 41 beds,No,Yes,No,No,,Stoney Creek, L8G1G6,41,2011-09-07,21,16,6,5,3,2,4,4,3,7,6,
422,PINECREST (KENORA),1220 Valley Drive,"Kenora, P9N2W7",North West,Board Of Management Of The District Of Kenora,,Municipal,Home with approximately 116 beds,Yes,Yes,Yes,No,,Kenora, P9N2W7,116,2010-09-01,25,13,6,5,2,1,8,2,1,5,3,2
423,PINECREST (PLANTAGENET),101 Parent Street P.O. Box 250,"Plantagenet, K0B1L0",Champlain,"Cvh (No. 4) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Plantagenet, K0B1L0,60,2011-07-15,50,32,12,20,12,6,18,10,4,4,2,
424,PINECREST MANOR,399 Bob Street P.O. BOX 220,"Lucknow, N0G2H0",South West,Revera Long Term Care Inc.,,For-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Lucknow, N0G2H0,61,2011-11-01,20,12,6,6,3,2,8,5,3,3,3,
425,PINECREST NURSING HOME - BOBCAYGEON,3418 County Road 36 R.R. #2,"Bobcaygeon, K0M1A0",Central East,Medlaw Corporation Limited,,For-Profit,Home with approximately 65 beds,No,Yes,Yes,No,,Bobcaygeon, K0M1A0,65,2011-09-20,21,12,6,4,1,1,5,3,2,7,5,3
426,PINEHAVEN NURSING HOME,229 Lexington Road,"Waterloo, N2K2E1",Waterloo Wellington,Schlegel Villages Inc.,,For-Profit,Home with approximately 84 beds,No,Yes,Yes,Yes,,Waterloo, N2K2E1,84,2010-10-13,39,19,7,14,7,2,13,6,3,3,2,1
427,PIONEER MANOR,960 Notre Dame Avenue,"Sudbury, P3A2T4",North East,The City Of Greater Sudbury,,Municipal,Home with approximately 433 beds,No,Yes,Yes,Yes,,Sudbury, P3A2T4,433,2010-12-14,78,46,24,28,15,8,24,15,8,26,14,4
428,PIONEER RIDGE,750 Tungsten Street,"Thunder Bay, P7B6R1",North West,The Corporation Of The City Of Thunder Bay,,Municipal,Home with approximately 150 beds,No,Yes,Yes,Yes,,Thunder Bay, P7B6R1,150,2010-10-26,30,14,8,11,4,3,9,4,3,5,2,1
429,PLEASANT MANOR RETIREMENT VILLAGE,15 Elden Street Box 500,"Virgil, L0S1T0",Hamilton Niagara Haldimand Brant (Hnhb),Pleasant Manor Retirement Village,,Non-Profit,Home with approximately 41 beds,No,Yes,No,No,,Virgil, L0S1T0,41,2011-09-20,14,9,3,3,1,1,3,2,2,4,4,1
430,PLEASANT MEADOW MANOR,99 Alma Street P. O. Box 426,"Norwood, K0L2V0",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 61 beds,No,Yes,Yes,Yes,,Norwood, K0L2V0,61,2010-11-18,22,12,7,8,4,4,7,4,3,2,2,
431,PORT PERRY PLACE,15941 Simcoe Street,"Port Perry, L9L1N5",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 107 beds,No,Yes,Yes,Yes,,Port Perry, L9L1N5,107,2010-10-01,50,27,6,28,16,4,12,7,2,8,4,1
432,POST INN VILLAGE,203 Georgian Drive,"Oakville, L6H7H9",Mississauga Halton,The Regional Municipality Of Halton,,Municipal,Home with approximately 228 beds,Yes,Yes,Yes,Yes,,Oakville, L6H7H9,228,2010-07-28,35,11,5,20,3,1,9,4,3,2,1,
433,PRINCESS COURT,Princess Street Box 725,"Dryden, P8N2Z4",North West,Kenora District Home For The Aged Board Of Management,,Municipal,Home with approximately 97 beds,Yes,Yes,Yes,No,,Dryden, P8N2Z4,97,2010-09-30,29,9,7,9,,,9,3,3,9,5,3
434,PROVIDENCE HEALTHCARE,3276 St. Clair Avenue East,"Scarborough, M1L1W1",Toronto Central,Providence St. Joseph's And St. Michael's Healthcare,,Non-Profit,Home with approximately 288 beds,No,Yes,Yes,Yes,,Scarborough, M1L1W1,288,2010-11-09,56,30,12,32,17,5,16,10,6,6,4,2
435,PROVIDENCE MANOR,275 Sydenham Street,"Kingston, K7K1G7",South East,Providence Care Centre,,Non-Profit,Home with approximately 243 beds,Yes,Yes,Yes,Yes,,Kingston, K7K1G7,243,2011-06-23,73,52,20,25,19,9,32,21,9,15,10,3
436,QUEEN'S GARDEN,80 Queen Street North,"Hamilton, L8R3P6",Hamilton Niagara Haldimand Brant (Hnhb),Liuna Local 837 Nursing Home (Hamilton) Corporation,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Hamilton, L8R3P6,128,2010-08-13,45,16,10,20,7,4,13,4,4,7,6,3
437,QUEENSWAY LONG TERM CARE HOME,100 Queen Street East P.O. Box 369,"Hensall, N0M1X0",South West,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Hensall, N0M1X0,60,2010-11-30,26,11,7,16,4,3,5,4,4,1,1,
438,R. H. LAWSON EVENTIDE HOME,5050 Jepson Street,"Niagara Falls, L2E1K5",Hamilton Niagara Haldimand Brant (Hnhb),The Governing Council Of The Salvation Army In Canada,,Non-Profit,Home with approximately 101 beds,Yes,Yes,Yes,No,,Niagara Falls, L2E1K5,101,2010-12-08,18,11,5,4,3,2,5,3,2,6,3,1
439,RAINY RIVER HEALTH CENTRE,114 Fourth Street P.O. Box 236,"Rainy River, P0W1L0",North West,Riverside Health Care Facilities Inc.,,Non-Profit,Home with approximately 21 beds,No,Yes,No,No,,Rainy River, P0W1L0,21,2011-11-14,13,8,4,2,1,,3,2,2,2,2,1
440,RAINYCREST,550 Osborne Street,"Fort Frances, P9A3T2",North West,Riverside Health Care Facilities Inc.,,Non-Profit,Home with approximately 164 beds,Yes,Yes,Yes,Yes,,Fort Frances, P9A3T2,164,2011-03-08,70,50,30,23,13,8,23,19,11,23,17,10
441,REACHVIEW VILLAGE,130 Reach Street,"Uxbridge, L9P1L3",Central East,Revera Long Term Care Inc.,,For-Profit,Home with approximately 100 beds,No,Yes,Yes,Yes,,Uxbridge, L9P1L3,100,2011-04-20,42,24,7,17,7,4,10,5,2,11,7,1
442,REGENCY LONG TERM CARE HOME,66 Dorset Street East,"Port Hope, L1A1E3",Central East,"Cvh (No. 6) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",,For-Profit,Home with approximately 60 beds,Yes,Yes,Yes,Yes,,Port Hope, L1A1E3,60,2010-08-26,26,13,4,5,2,,9,5,3,9,2,
443,REGENCY PARK LONG TERM CARE HOME,567 Victoria Avenue,"Windsor, N9A4N1",Erie St. Clair,"Dtoc Long Term Care Lp, By Its General Partner, Dtoc Long Term Care Mgp (A General Partnership) By Its Partners, Dtoc Long Term Care Gp Inc. And Arch Venture Holdings Inc.",Universalcare Canada Inc.,For-Profit,Home with approximately 72 beds,No,Yes,Yes,Yes,,Windsor, N9A4N1,72,2010-07-28,29,16,9,15,6,4,8,5,4,1,1,1
444,REGINA GARDENS,536 Upper Paradise Road,"Hamilton, L9C5E3",Hamilton Niagara Haldimand Brant (Hnhb),Liuna Local 837 Nursing Home (Ancaster) Corporation,Chartwell Seniors Housing Reit,Non-Profit,Home with approximately 128 beds,No,Yes,Yes,Yes,,Hamilton, L9C5E3,128,2010-10-19,32,16,6,20,7,2,4,3,2,4,3,2
445,RESIDENCE PRESCOTT ET RUSSELL,"1020, Cartier Boulevard","Hawkesbury, K6A1W7",Champlain,United Counties Of Prescott And Russell,,Municipal,Home with approximately 146 beds,Yes,Yes,Yes,Yes,,Hawkesbury, K6A1W7,146,2010-09-29,58,32,14,16,10,6,23,10,6,11,6,4
446,RESIDENCE SAINT- LOUIS,879 Chemin Parc Hiawatha,"Ottawa, K1C2Z6",Champlain,Bruyere Continuing Care Inc.,,Non-Profit,Home with approximately 198 beds,Yes,Yes,Yes,Yes,,Ottawa, K1C2Z6,198,2010-09-01,114,72,28,40,26,12,40,22,10,31,22,4
447,RICHMOND TERRACE,89 Rankin Avenue,"Amherstburg, N9V1E7",Erie St. Clair,Richmond Terrace Limited,Apans Health Services,For-Profit,Home with approximately 120 beds,Yes,Yes,Yes,Yes,,Amherstburg, N9V1E7,120,2010-09-21,63,36,16,41,21,8,16,9,7,2,2,1
448,RIDEAUCREST HOME,175 Rideau Street,"Kingston, K7K3H6",South East,The Corporation Of The City Of Kingston,,Municipal,Home with approximately 170 beds,No,Yes,Yes,Yes,,Kingston, K7K3H6,170,2010-09-20,71,44,22,25,14,10,34,22,10,9,4,2
449,RIDGEVIEW,385 Highland Road West,"Stoney Creek, L8J3X9",Hamilton Niagara Haldimand Brant (Hnhb),Axr Operating (National) Lp,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Stoney Creek, L8J3X9,120,2010-12-15,25,12,8,11,4,3,5,3,3,6,4,2
450,RITZ LUTHERAN VILLA,"Part Lot 16, Con 2, Logan Twn R.R. #5","Mitchell, N0K1N0",South West,Ritz Lutheran Villa,,Non-Profit,Home with approximately 85 beds,No,Yes,Yes,No,,Mitchell, N0K1N0,85,2010-09-14,66,24,10,36,13,3,15,6,5,11,5,2
451,RIVER GLEN HAVEN NURSING HOME,160 High Street P.O. Box 368,"Sutton West, L0E1R0",Central,Atk Care Inc.,,For-Profit,Home with approximately 120 beds,No,Yes,Yes,Yes,,Sutton West, L0E1R0,120,2010-08-23,30,17,8,11,5,3,7,4,2,11,7,3
452,RIVERBEND PLACE,650 Coronation Blvd.,"Cambridge, N1R7S6",Waterloo Wellington,Revera Long Term Care Inc.,,For-Profit,Home with approximately 54 beds,No,Yes,Yes,Yes,,Cambridge, N1R7S6,54,2010-08-24,18,12,6,5,2,1,8,7,4,,,
453,RIVERSIDE PLACE,3181 Meadowbrook Lane,"Windsor, N8T0A4",Erie St. Clair,Axr Operating (National) Lp,,For-Profit,Home with approximately 96 beds,No,Yes,Yes,Yes,,Windsor, N8T0A4,96,2010-08-19,54,27,15,27,13,8,19,10,7,1,1,
454,RIVERVIEW GARDENS,519 King Street West,"Chatham, N7M1G8",Erie St. Clair,The Corporation Of The Municipality Of Chatham-kent,,Municipal,Home with approximately 320 beds,Yes,Yes,Yes,No,,Chatham, N7M1G8,320,2010-09-16,106,44,19,44,24,8,54,15,10,2,1,1
455,RIVERVIEW MANOR NURSING HOME,1155 Water Street,"Peterborough, K9H3P8",Central East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 124 beds,No,Yes,Yes,Yes,,Peterborough, K9H3P8,124,2011-06-16,35,19,7,12,4,2,11,6,3,5,5,2
456,ROBERTA PLACE,503 Essa Road,"Barrie, L4N9E4",North Simcoe Muskoka,Barrie Long Term Care Centre Inc.,,For-Profit,Home with approximately 140 beds,Yes,Yes,No,Yes,,Barrie, L4N9E4,140,2011-07-28,40,24,20,16,6,6,14,11,10,10,9,5
457,ROCKCLIFFE CARE COMMUNITY,3015 Lawrence Avenue East,"Scarborough, M1P2V7",Central East,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,,For-Profit,Home with approximately 204 beds,Yes,Yes,Yes,Yes,,Scarborough, M1P2V7,204,2011-05-30,37,29,23,20,15,12,12,9,8,6,6,5
458,ROCKWOOD TERRACE HOME FOR THE AGED,575 Saddler Street East P. O. Box 660,"Durham, N0G1R0",South West,Corporation Of The County Of Grey,,Municipal,Home with approximately 100 beds,No,Yes,Yes,No,,Durham, N0G1R0,100,2010-08-30,29,11,6,5,1,1,17,5,4,3,3,
459,ROSE OF SHARON KOREAN LONG TERM CARE,17 Maplewood Avenue,"Toronto, M6C4B3",Toronto Central,Rose Of Sharon (Ontario) Retirement Community,Assured Care Consulting Inc.,Non-Profit,Home with approximately 60 beds,No,Yes,Yes,No,,Toronto, M6C4B3,60,2011-03-22,14,5,2,4,,,1,1,1,,,
460,ROSEBRIDGE MANOR,131 Roses Bridge Road R. R. #2,"Jasper, K0G1G0",South East,0760444 B.C. Ltd. As General Partner On Behalf Of Omni Health Care Limited Partnership,,For-Profit,Home with approximately 78 beds,No,Yes,Yes,Yes,,Jasper, K0G1G0,78,2010-07-21,24,14,5,9,3,1,10,8,4,1,,
461,ROSEDALE CENTRE,507- 8th Avenue P.O. Box 70,"Matheson, P0K1N0",North East,Bingham Memorial Hospital,,Non-Profit,Home with approximately 20 beds,No,Yes,Yes,No,,Matheson, P0K1N0,20,2011-05-11,14,7,3,1,,,7,2,2,2,2,
